train_input_1,train_input_2,train_output_1
[-273 -646 -407 -10 617 -538 -237 -937 75 -488 917 -905 -590 643 152 -141 144 -269 752 -776 156 -405 349 729 775 956 71 140 830 319 -349 853 564 289 236 -484 14 -365 -8 307 -495 989 -777 786 -779 73 649],[575 639 729 -369 595 846 -753 609 289 949 501 -663 576 -431 228 -630 -624 -357 824 -509 250 80 15 -223 -937 -551 -608 -340 -820 612 -921 582 939 61 930 870 903 -679 -991 -854 -491 -449 -10 122 -62 -264 894],[302 -7 322 -379 1212 308 -990 -328 364 461 1418 -1568 -14 212 380 -771 -480 -626 1576 -1285 406 -325 364 506 -162 405 -537 -200 10 931 -1270 1435 1503 350 1166 386 917 -1044 -999 -547 -986 540 -787 908 -841 -191 1543]
[-873 38 744 963 -852 -859 625 -709 319 459 212 313 705 835 135 -923 389 -540 -872 -773 -229],[894 -207 -821 -629 898 414 -866 -589 405 955 559 -439 -133 -572 906 -727 -527 -310 249 947 985],[21 -169 -77 334 46 -445 -241 -1298 724 1414 771 -126 572 263 1041 -1650 -138 -850 -623 174 756]
[942 -797 -308 -281 392 50 -119 297 -894 563 147 -216 480 863 -285 793 -959 -211 29 860 833 -326 -587 -958 270 829 314 368 -525 949 -558 -370 50 893],[619 143 -508 123 -7 -160 714 -95 137 -871 466 453 720 745 -806 957 -865 -492 573 -544 -104 154 91 832 -332 -511 -60 325 812 -788 -736 907 291 409],[1561 -654 -816 -158 385 -110 595 202 -757 -308 613 237 1200 1608 -1091 1750 -1824 -703 602 316 729 -172 -496 -126 -62 318 254 693 287 161 -1294 537 341 1302]
[801 -222 249 -892 685],[-139 422 -859 488 -686],[662 200 -610 -404 -1]
[311 457 597 -595 -234 -317 -855 615 362 395 -806 -390 243 -463 -130 45 -624 -693 856 -905 -176 -966],[-70 -174 -482 -61 -132 -728 435 419 -232 -212 970 -950 10 -864 342 -920 -402 -221 18 640 517 221],[241 283 115 -656 -366 -1045 -420 1034 130 183 164 -1340 253 -1327 212 -875 -1026 -914 874 -265 341 -745]
[936 -164 -451 -57 263 227 -606 -640 613 862 -401 647 634 370 -204 -645 322 -578 -474 264 248 322 -71 -88 -163 -596],[622 839 -899 -911 -870 33 420 108 413 304 -195 -771 598 921 755 120 -818 698 -91 377 -696 904 -783 -299 800 -155],[1558 675 -1350 -968 -607 260 -186 -532 1026 1166 -596 -124 1232 1291 551 -525 -496 120 -565 641 -448 1226 -854 -387 637 -751]
[134 -709 -365],[-634 990 -987],[-500 281 -1352]
[335 -67 -763 -178 976 960 -238 831 -810 811 -246 -334 7],[-394 178 -171 -335 665 358 143 577 470 -463 -110 889 908],[-59 111 -934 -513 1641 1318 -95 1408 -340 348 -356 555 915]
[781 -21 -177 -927 -779 -776 -654 356 -951 663 -891 768 -397 397 -572 -434 -949 -666 984 69 228 40 -893 -207 213 -466 -1000 -834 -422 669 517 -932 564 -759 195 -517 637 725 -390 672 432 249 694 570 -252],[333 79 650 -647 506 237 981 366 -541 -386 -11 649 -964 272 943 374 5 -754 349 449 41 989 330 89 -148 128 119 441 -251 -446 -253 655 -578 -742 265 831 780 413 -840 684 -869 985 -186 70 -492],[1114 58 473 -1574 -273 -539 327 722 -1492 277 -902 1417 -1361 669 371 -60 -944 -1420 1333 518 269 1029 -563 -118 65 -338 -881 -393 -673 223 264 -277 -14 -1501 460 314 1417 1138 -1230 1356 -437 1234 508 640 -744]
[-21 -184 328 -284 -962 -744 871 452 206 481 106 205 287 -739 -509 495],[336 83 -9 673 90 -782 19 -271 448 -563 -319 262 -897 -829 -798 -637],[315 -101 319 389 -872 -1526 890 181 654 -82 -213 467 -610 -1568 -1307 -142]
[354 212 798 -394 549 49 84 997 -60 828 928 -634 338 -355 -393 -610 -89 -298 -866 237 -610 -809 307 -215 -471 -10 -213 164 997 -147 -670 -227 -456 -117 -339 356 133 398],[-46 7 -909 736 -628 274 4 736 -848 -478 -97 798 732 300 260 418 516 719 -708 176 517 -67 594 -964 -632 320 -664 -723 59 896 291 -170 926 -3 891 -466 342 940],[308 219 -111 342 -79 323 88 1733 -908 350 831 164 1070 -55 -133 -192 427 421 -1574 413 -93 -876 901 -1179 -1103 310 -877 -559 1056 749 -379 -397 470 -120 552 -110 475 1338]
[151 -731 -327 -13 830 -136 -228 -155 -696 -974 51 467 805 -69 262 857 -647 -923 418 475 -28 295 915 -979 859 970 123 -852 -752],[865 209 538 536 461 626 -551 -572 -787 818 450 368 935 38 134 -19 -889 637 865 -109 -237 -672 635 -690 744 373 -892 897 833],[1016 -522 211 523 1291 490 -779 -727 -1483 -156 501 835 1740 -31 396 838 -1536 -286 1283 366 -265 -377 1550 -1669 1603 1343 -769 45 81]
[306 -158 695 -70 -749 632 251 529 -676 -794 585 635 475 526 -853 202 954 -413 -54 -534 180 303 44 752 394 857 -42 570 440],[812 908 -394 -342 -974 884 -41 -745 -894 830 -381 -104 -173 22 633 774 121 501 -674 35 953 844 700 -579 914 375 -272 -668 591],[1118 750 301 -412 -1723 1516 210 -216 -1570 36 204 531 302 548 -220 976 1075 88 -728 -499 1133 1147 744 173 1308 1232 -314 -98 1031]
[-60 -977 944 -333 194 -498 559 590 469 625 -737 -450 492 -377 -4 -230 -596 -142 464 481 -924 764 547 -306 776 -92 572 -281 -78 443 -562 -745 520 -512 -859 -456],[708 626 512 -45 529 -656 984 -270 241 967 -745 316 -599 329 -653 4 482 -734 234 -901 -630 -205 -363 18 -622 -227 212 -260 -851 -606 -831 585 -338 -731 -403 -572],[648 -351 1456 -378 723 -1154 1543 320 710 1592 -1482 -134 -107 -48 -657 -226 -114 -876 698 -420 -1554 559 184 -288 154 -319 784 -541 -929 -163 -1393 -160 182 -1243 -1262 -1028]
[439 -685 -570 161 741 -723 -954 317 155 856 591 -194 729 -914 642 -652 -712 934 -96 10 -311 212],[-687 199 797 460 427 405 103 565 737 865 -780 -599 -581 -915 -414 -598 -136 365 -398 931 904 843],[-248 -486 227 621 1168 -318 -851 882 892 1721 -189 -793 148 -1829 228 -1250 -848 1299 -494 941 593 1055]
[-228 756 282 -978 -158 -441 -664 86 15 -523 402 290 1 77 -930 899 764 -601 706 784 -605 892 -602 654 559 760 281 -303 -558 -67 -738 751 729 -820 537 -949 126 -63 826 507 -506 889 -576 -805],[-860 -678 -127 -355 -444 886 -309 -417 384 161 11 -623 546 572 -332 558 695 200 712 419 891 144 673 -84 249 -224 -602 226 -436 561 -366 231 -144 -50 84 -177 471 -561 -82 159 959 -687 -868 486],[-1088 78 155 -1333 -602 445 -973 -331 399 -362 413 -333 547 649 -1262 1457 1459 -401 1418 1203 286 1036 71 570 808 536 -321 -77 -994 494 -1104 982 585 -870 621 -1126 597 -624 744 666 453 202 -1444 -319]
[-309 -174 -69 434 43 -350 -464 668 342 534 -358 515 770 -921 -742 719 730 72 -787 829 -279 -748 348 620 -577 -909 -37 793 955 901 316 333 -713 949],[-864 -41 829 366 -47 804 744 112 -68 -398 296 254 -931 -921 -274 60 -547 977 -529 546 312 -461 -436 179 -467 879 702 0 359 854 496 671 -327 726],[-1173 -215 760 800 -4 454 280 780 274 136 -62 769 -161 -1842 -1016 779 183 1049 -1316 1375 33 -1209 -88 799 -1044 -30 665 793 1314 1755 812 1004 -1040 1675]
[730 948 -520 561 958 734 -743 91 626 -639 -109 117 343 -133 -531 971 784 -689 408 -956],[242 780 979 -245 616 -104 -622 993 100 795 -607 -21 -525 -818 865 -536 -833 212 -742 697],[972 1728 459 316 1574 630 -1365 1084 726 156 -716 96 -182 -951 334 435 -49 -477 -334 -259]
[769 88 -515 -135 -9 -583 -92 149 -111 15 -621],[-136 388 -701 558 -415 -587 440 -12 -999 -939 -853],[633 476 -1216 423 -424 -1170 348 137 -1110 -924 -1474]
[-692 -822 -994 -711 -632 676 538 293 189 64],[93 914 314 271 935 99 -760 458 6 -67],[-599 92 -680 -440 303 775 -222 751 195 -3]
[-216 -620 -581 -123 -437 -280 832 200 883 790 -179 450 -245 -812 680 -199 558 -514 878 723 626 904 369 -383 814 -345 563 942 -984 189 -137 -196 -445 758 901 731 -3 715 688],[941 -758 779 934 -220 103 -51 979 653 -764 391 145 -61 958 -273 647 -340 -141 165 288 -160 -459 -859 175 26 -237 399 -623 -341 654 750 -152 -967 973 583 380 853 42 -550],[725 -1378 198 811 -657 -177 781 1179 1536 26 212 595 -306 146 407 448 218 -655 1043 1011 466 445 -490 -208 840 -582 962 319 -1325 843 613 -348 -1412 1731 1484 1111 850 757 138]
[-746 144 168 -388 -359 690],[719 -225 -820 -410 468 -804],[-27 -81 -652 -798 109 -114]
[527 -687 862 117 -634 -529 -84 -876 460 726 -352],[-514 -222 -123 330 183 793 305 571 91 269 813],[13 -909 739 447 -451 264 221 -305 551 995 461]
[227 -687 -205 220 -19 787 14 581 341 865 319 -975 246 666 -230 -318 -39 -617 657 -420 -738 -879 -713 -78 -697 395 512 199 -334 607 546 -536 978],[-499 -122 531 343 -70 -345 -46 729 -362 -833 -115 -596 174 -973 197 -743 -545 486 -313 756 438 -594 861 -926 521 -470 -839 846 786 713 -946 924 928],[-272 -809 326 563 -89 442 -32 1310 -21 32 204 -1571 420 -307 -33 -1061 -584 -131 344 336 -300 -1473 148 -1004 -176 -75 -327 1045 452 1320 -400 388 1906]
[12 -42 478 56 -419 -482],[832 466 -127 255 -361 782],[844 424 351 311 -780 300]
[-581 906 259 139 -833 -140 22 -488 890 -745 447 -963 295 -917 917 798 428],[-197 956 72 959 -298 -864 791 -402 377 226 -728 812 -740 9 -381 352 183],[-778 1862 331 1098 -1131 -1004 813 -890 1267 -519 -281 -151 -445 -908 536 1150 611]
[323 -962 -391 -589 949 137],[-711 190 -848 -406 -262 799],[-388 -772 -1239 -995 687 936]
[-841 -658 -400 579 -196 -84 -681 -725 -858 792 744 -162 -714 150 -22 -235 191 -263],[-550 2 -866 -540 59 159 525 518 715 -692 -89 749 -613 795 -796 -712 698 905],[-1391 -656 -1266 39 -137 75 -156 -207 -143 100 655 587 -1327 945 -818 -947 889 642]
[838 9 844 928 -62 -673 -919 -662 -749 -448 358 -891 -92 -394 437 -629 -469 -7 -138 -839 -616 6 -646 -104 981 637 -306 120 137 -149 194 83 -356 -121 -948 788 28 744 -922 258 -87 -748 754],[-311 -967 911 887 -356 -406 781 384 -656 -260 962 -328 690 -696 -770 -869 -637 -910 995 -784 -183 196 863 -928 632 -126 185 -285 663 36 -900 -576 -943 -126 799 -224 486 152 -875 -535 -110 453 740],[527 -958 1755 1815 -418 -1079 -138 -278 -1405 -708 1320 -1219 598 -1090 -333 -1498 -1106 -917 857 -1623 -799 202 217 -1032 1613 511 -121 -165 800 -113 -706 -493 -1299 -247 -149 564 514 896 -1797 -277 -197 -295 1494]
[-724 -729 759 121 -898 -843 -257 554 709 376 809 -569 -740 931 -37 264 -420 559 123 678 894 700 443 -344 295 -624 692 143 -927 82 436 536],[-179 281 -252 677 -271 -246 485 -540 70 152 -377 863 -474 355 715 -414 137 -941 -369 696 982 483 -817 838 -67 -860 635 340 -678 -589 119 -298],[-903 -448 507 798 -1169 -1089 228 14 779 528 432 294 -1214 1286 678 -150 -283 -382 -246 1374 1876 1183 -374 494 228 -1484 1327 483 -1605 -507 555 238]
[17 497 -198 -684 15 244 -236 336 -1 762 -45 -483 -789 339 -215 -451 -309 157 -578 -688 311 353 621 -538 -869 -970],[61 -355 615 -237 106 179 -355 -249 369 440 -844 306 632 119 -206 -472 -118 -130 -762 -117 733 -518 243 -721 884 390],[78 142 417 -921 121 423 -591 87 368 1202 -889 -177 -157 458 -421 -923 -427 27 -1340 -805 1044 -165 864 -1259 15 -580]
[-998 707 -636 -376 -323 -566 -554 -836 -271 224 664 -623 876 -948 282 -9 -740 -65 -328 87 52 -292 -690 972 -386],[2 930 -18 8 900 -137 -654 -767 -871 778 -117 671 132 562 -80 -844 -905 -170 -114 -369 487 95 163 921 726],[-996 1637 -654 -368 577 -703 -1208 -1603 -1142 1002 547 48 1008 -386 202 -853 -1645 -235 -442 -282 539 -197 -527 1893 340]
[-824 -255 347 1000 889 -185 825 799 389 918 -543 -633 -196 -765 816 -3 105 -283 514 439 -32 -514 -698 106 -769 -778 26 -939 -795 1000 -834 106 -109 -219 867 -668 578 423 995],[-760 457 -475 935 143 447 123 -469 887 -323 -817 -501 637 -139 -587 9 806 -832 68 741 -925 652 876 258 -385 182 364 777 -235 -417 -370 226 477 -5 101 507 -51 -954 -610],[-1584 202 -128 1935 1032 262 948 330 1276 595 -1360 -1134 441 -904 229 6 911 -1115 582 1180 -957 138 178 364 -1154 -596 390 -162 -1030 583 -1204 332 368 -224 968 -161 527 -531 385]
[885 -592 -763 -525 276 -840 312 832 -723 969 392 117 339 626 574],[803 17 -816 255 -668 -691 723 878 -842 -553 -732 680 215 -558 194],[1688 -575 -1579 -270 -392 -1531 1035 1710 -1565 416 -340 797 554 68 768]
[204 -408 518 -825 -715 341 613 443 -501 -839 642 657 -787 805 164 831 821 839 -222 213 149 -174 -905 -765 -777 202 -236 542 97 77 431 -956 242 -613],[933 -733 692 500 -719 -832 -94 767 -348 -740 196 -28 -875 -306 871 -940 597 -668 621 -422 -905 -456 -927 794 625 438 962 118 39 890 -363 627 352 -88],[1137 -1141 1210 -325 -1434 -491 519 1210 -849 -1579 838 629 -1662 499 1035 -109 1418 171 399 -209 -756 -630 -1832 29 -152 640 726 660 136 967 68 -329 594 -701]
[328 -568 -938 433 544 -960 284 -331 71 -397 2 717 -706 -564 -467 -908 872 -656 594 82 103 640 835],[30 -700 -406 -485 765 -888 603 -470 206 -953 -516 -620 -708 479 377 -373 582 962 -394 61 338 -66 -554],[358 -1268 -1344 -52 1309 -1848 887 -801 277 -1350 -514 97 -1414 -85 -90 -1281 1454 306 200 143 441 574 281]
[-69 -251 -794 372 -698 -380 -753 -418 425 268 -590 -234 -435],[-545 -998 654 -278 564 36 958 -965 125 778 -803 -497 399],[-614 -1249 -140 94 -134 -344 205 -1383 550 1046 -1393 -731 -36]
[525 295 507 -396 131 816 462 -811 -822 606 516 -233 -413 646 -248 186 404 -230 488 118 -354 -687 -760 649 26 766 -561 544 813 -405 -426 -941],[45 649 770 199 921 -77 -495 504 213 602 -585 522 589 -556 -554 -344 365 277 -963 506 612 -606 738 -757 811 -715 721 863 376 44 31 81],[570 944 1277 -197 1052 739 -33 -307 -609 1208 -69 289 176 90 -802 -158 769 47 -475 624 258 -1293 -22 -108 837 51 160 1407 1189 -361 -395 -860]
[-88 -318 -309 817 871 254 -154 927 92 589 633],[487 20 -948 665 -835 -597 382 -320 -165 740 -837],[399 -298 -1257 1482 36 -343 228 607 -73 1329 -204]
[-752 824],[-673 108],[-1425 932]
[-579 515 125 -28 -785 786 846 676 15 -865 -460 -585 -162 -935 388 -998 62 -773 584 18 967 -241 -201 -268 -986 -58 916 -512 161 -37 -216 -275 -723 -359 -168 -946 -834 -989 863],[120 -43 -487 923 10 554 -65 -634 657 217 513 -964 -29 991 -115 -865 895 -546 330 -7 637 336 -273 -928 296 -996 726 161 -859 173 -767 -83 733 -393 461 637 -88 745 367],[-459 472 -362 895 -775 1340 781 42 672 -648 53 -1549 -191 56 273 -1863 957 -1319 914 11 1604 95 -474 -1196 -690 -1054 1642 -351 -698 136 -983 -358 10 -752 293 -309 -922 -244 1230]
[90 -477 -85 739 990 -180 -260 285 536 -160 -575 -173 -612 387 297 989 -677 934 650 180 -605 -143 -195 -85 -377 248 -329 163 -760 -994 -211 -573 -178 -295 -958],[-454 -604 -470 934 -75 -761 -377 -613 -50 893 -958 212 734 -836 -429 -886 906 -558 869 506 537 778 -73 595 -619 807 842 -959 5 995 -1 -119 281 245 937],[-364 -1081 -555 1673 915 -941 -637 -328 486 733 -1533 39 122 -449 -132 103 229 376 1519 686 -68 635 -268 510 -996 1055 513 -796 -755 1 -212 -692 103 -50 -21]
[-911 -95 -878 -72 150 -480 -673 714 304 -936 429 596 -695 -1000 -12 575 -34 784 -366 831 -860 620 361 -119 912 -324 -281 -982 -691 282 592 875 330 -570 198 -443 -152 -138 212 -511 -707 -291 977 -872 775],[-187 -823 -822 429 341 -192 522 78 -95 -809 -524 149 -504 -191 -712 253 64 59 -739 721 147 -331 779 778 -597 -812 -259 866 -870 76 -872 -647 471 -49 162 -449 -302 -946 -673 233 -152 -188 -518 236 -175],[-1098 -918 -1700 357 491 -672 -151 792 209 -1745 -95 745 -1199 -1191 -724 828 30 843 -1105 1552 -713 289 1140 659 315 -1136 -540 -116 -1561 358 -280 228 801 -619 360 -892 -454 -1084 -461 -278 -859 -479 459 -636 600]
[-586 -451 -460 -863 -577 206 661 -676 -422 -55 316 -319 260 -345 -985 -895 819 -30 -252 543 -983 -807 -120 768 971 20 -143 766 523 824 -386 153 -697 -417 366 505 -662 -441 888 -227 -439 -531 -407 -642 843],[215 -261 -443 816 630 612 -462 152 981 -832 -481 -94 653 -341 742 -493 -437 362 343 887 571 781 -142 -225 -324 -606 -865 -90 -858 -350 184 476 -184 -246 109 -478 210 976 956 576 647 -189 -664 -438 161],[-371 -712 -903 -47 53 818 199 -524 559 -887 -165 -413 913 -686 -243 -1388 382 332 91 1430 -412 -26 -262 543 647 -586 -1008 676 -335 474 -202 629 -881 -663 475 27 -452 535 1844 349 208 -720 -1071 -1080 1004]
[-577 -108 181 -850 213 -58 901 -342 577 -898 -381 -862 -233 -681 516 -307 485 -914 229 178 -66 -305 630 -236 -210 -99 -467 11 204 942 -699 -225 772 778 809],[164 194 361 -670 682 -997 -325 413 -254 508 895 -45 -220 957 -140 -120 -930 -67 -184 851 420 561 -358 881 790 458 -332 -947 -371 -948 -822 180 -833 -673 -610],[-413 86 542 -1520 895 -1055 576 71 323 -390 514 -907 -453 276 376 -427 -445 -981 45 1029 354 256 272 645 580 359 -799 -936 -167 -6 -1521 -45 -61 105 199]
[805 24 362 -399 -253 962 -997 545 -344 -171 869 -354 -450 223 -27 807 380 -555 -946 -54 345 940 509 -869 346 -674 900 73 -434 -608 -8],[513 -52 378 878 -887 -215 -705 645 -377 -165 170 842 349 -360 201 312 949 -17 740 947 707 637 837 -548 295 -290 -896 -738 -358 766 -7],[1318 -28 740 479 -1140 747 -1702 1190 -721 -336 1039 488 -101 -137 174 1119 1329 -572 -206 893 1052 1577 1346 -1417 641 -964 4 -665 -792 158 -15]
[6 972 696 493 -120 239 -141 -108 290 572 790 -419 -329 584 628 236 -512 -202 903 907 -961 -319 -934 -731 -543 460 -414 198 -19 328],[-381 -798 -667 453 398 -135 -442 -425 304 -920 305 -945 -28 -599 568 -432 -139 -501 -739 58 -400 950 -394 72 -893 -45 365 625 -375 -344],[-375 174 29 946 278 104 -583 -533 594 -348 1095 -1364 -357 -15 1196 -196 -651 -703 164 965 -1361 631 -1328 -659 -1436 415 -49 823 -394 -16]
[-441 360 -70 -94],[623 -896 -743 990],[182 -536 -813 896]
[-123 -62 971 -362],[-94 -110 -268 -401],[-217 -172 703 -763]
[934 963 278 -775 589 -347 -129 -181 874 420 -299 153 -631],[885 -469 -999 646 -391 542 -908 760 423 930 90 594 969],[1819 494 -721 -129 198 195 -1037 579 1297 1350 -209 747 338]
[599 -104 -865 877 -589 646 -239 -568 965 766 516 -925 -713],[240 175 -327 -435 -412 -652 558 467 -744 -47 -654 -811 454],[839 71 -1192 442 -1001 -6 319 -101 221 719 -138 -1736 -259]
[-782 -105 736 160 396 506 -698 -154 -230 207 924 -144 -352 2 -353 -172 -234 -479 961 78 98 -664 -694 -895 -795 -363 572 -440 -392 -521 -69 -557 2 586 -460 -87 662 -919 242 20 183 -694 -462 -475 -210 -709 615 -349 73 -708],[482 125 -415 596 -110 -214 318 -270 353 529 -804 998 -716 302 42 -591 205 -617 -193 269 767 948 -806 -7 620 547 -766 449 125 632 927 -159 -555 -352 683 47 -694 456 792 848 238 221 -490 20 -94 4 494 245 123 -113],[-300 20 321 756 286 292 -380 -424 123 736 120 854 -1068 304 -311 -763 -29 -1096 768 347 865 284 -1500 -902 -175 184 -194 9 -267 111 858 -716 -553 234 223 -40 -32 -463 1034 868 421 -473 -952 -455 -304 -705 1109 -104 196 -821]
[-539 -712 843 -476 -581],[601 -757 -42 -338 -685],[62 -1469 801 -814 -1266]
[-933 45 -774 666 -844],[-922 -250 221 594 -714],[-1855 -205 -553 1260 -1558]
[401 180 -227 1000 11 484 -792 -996 -783 -288 -142 802 242 -619 -635 -918 989 846 51 -81 116 401 -662 75 266 -890 415 -773],[385 -683 822 -509 455 821 773 539 87 -766 -220 874 721 222 -162 120 -655 701 672 744 122 -818 379 -61 335 942 -563 583],[786 -503 595 491 466 1305 -19 -457 -696 -1054 -362 1676 963 -397 -797 -798 334 1547 723 663 238 -417 -283 14 601 52 -148 -190]
[-158 -10 -830 -383 169 275 -756 -60 145 759 -944 -964 789 188 658 -336 684 -54 428 987 99 830 -705 676 -967 -440 -149 -746 -339 489 -719 558 767 -767 34],[-407 -916 -248 527 590 123 179 -763 -365 397 -144 434 559 -963 246 -915 440 -11 369 -625 933 -964 -499 98 -824 921 890 44 688 -384 -986 476 -398 -509 269],[-565 -926 -1078 144 759 398 -577 -823 -220 1156 -1088 -530 1348 -775 904 -1251 1124 -65 797 362 1032 -134 -1204 774 -1791 481 741 -702 349 105 -1705 1034 369 -1276 303]
[-837 -719],[-284 758],[-1121 39]
[642 349 -817 -422 710 -280 958 619 -921 -287 473 800 632 186],[924 237 815 -884 722 -936 -612 468 60 -807 624 255 -437 -3],[1566 586 -2 -1306 1432 -1216 346 1087 -861 -1094 1097 1055 195 183]
[-667 -180 -608 301 -398 -955 -742 595 -408 -111 564 -963 401 -531 582 -518 663 150 789 651 -136 236 -715 -103 -987 895],[-414 617 572 539 175 112 70 403 -742 520 631 899 272 496 -863 383 -465 -793 548 102 112 -878 931 394 -823 -781],[-1081 437 -36 840 -223 -843 -672 998 -1150 409 1195 -64 673 -35 -281 -135 198 -643 1337 753 -24 -642 216 291 -1810 114]
[915 155 -597 -517 334 436 -847 -44 944 -504 770 -459 402 -965 174 204 202 -927],[-762 -797 -158 629 593 -204 360 -714 -891 392 919 -793 -225 84 -45 -575 -257 675],[153 -642 -755 112 927 232 -487 -758 53 -112 1689 -1252 177 -881 129 -371 -55 -252]
[922 644 -348 983 -460 331 432 -507 498 -811 -435 -67 -512 -863 -453 -289 225 -996 -619 598 71 742 552 682 751 242 -558 -764 -777],[-908 328 -826 411 318 462 -406 -66 969 -637 572 -753 -261 -691 922 -497 -216 96 719 38 -64 -531 914 576 -694 -182 693 503 -99],[14 972 -1174 1394 -142 793 26 -573 1467 -1448 137 -820 -773 -1554 469 -786 9 -900 100 636 7 211 1466 1258 57 60 135 -261 -876]
[-632 -723 887 -901 -478 -103 852 -127 -296 627 684 -378 659 612 -838 1000 364 -432 650 711 -309 595 -526 498 343 -734 735 -319 -210 779 -14 -652 -573 269 -62 512 -819 -544 -128 -165],[-776 -631 200 291 -368 -43 980 -624 -30 529 562 188 241 853 276 903 215 800 831 541 388 440 514 -256 488 -115 -848 -555 614 -203 -409 826 -711 82 576 762 -31 -445 93 639],[-1408 -1354 1087 -610 -846 -146 1832 -751 -326 1156 1246 -190 900 1465 -562 1903 579 368 1481 1252 79 1035 -12 242 831 -849 -113 -874 404 576 -423 174 -1284 351 514 1274 -850 -989 -35 474]
[-21 872 -11 -520 -770 -858 -267 447 450 669 899 -789 -571 -503 -391 -732 315 337 -931 -270 738],[-924 -765 238 -683 720 795 -793 520 -165 207 671 675 -929 -327 158 808 754 -790 637 -528 -121],[-945 107 227 -1203 -50 -63 -1060 967 285 876 1570 -114 -1500 -830 -233 76 1069 -453 -294 -798 617]
[-684 767 -68 614 -184 226 268 -150 -445 -448 207 161 817 277 -816 -720 84 400 -107 329 288 -859 89 581 -517 368 582 -40 790 -37],[-303 293 895 -303 267 -11 -476 -237 843 -100 -611 -889 720 613 483 -843 -559 99 267 519 70 74 130 -971 255 -311 -390 -175 383 387],[-987 1060 827 311 83 215 -208 -387 398 -548 -404 -728 1537 890 -333 -1563 -475 499 160 848 358 -785 219 -390 -262 57 192 -215 1173 350]
[-231 -353 -730 686 546 7 112 278 -679 -825 -593 929 140 698 -296 690 -84 733 -649 903 -358 -418 -402 726 -918 505 823 795 391 -673 526 456 -895 882 -355 -502 38 554 543 -43 -402 -455 828 -576 -524 850 -758 -943 272 644],[-981 67 272 426 -755 838 -352 -631 -862 218 -648 -284 478 309 994 -379 31 367 549 82 -949 182 -375 -493 528 -851 901 419 852 -359 -92 -963 -653 -69 598 949 263 -341 694 751 760 817 -419 525 -927 -571 -116 -555 98 -96],[-1212 -286 -458 1112 -209 845 -240 -353 -1541 -607 -1241 645 618 1007 698 311 -53 1100 -100 985 -1307 -236 -777 233 -390 -346 1724 1214 1243 -1032 434 -507 -1548 813 243 447 301 213 1237 708 358 362 409 -51 -1451 279 -874 -1498 370 548]
[-347 870 -279 -812 527 603 113 -927 -210 -478 -160 -333 367 955 164 -248 593 562 -676 -100 -295 116 888 97 684 489 450 -376 589 -599],[-379 40 -648 59 605 576 -999 595 -466 -849 69 117 -556 752 -656 591 -288 -397 -489 763 -422 -389 356 665 -76 267 -277 856 -188 -387],[-726 910 -927 -753 1132 1179 -886 -332 -676 -1327 -91 -216 -189 1707 -492 343 305 165 -1165 663 -717 -273 1244 762 608 756 173 480 401 -986]
[904 21 -465 -992 -465 -753 -192 -862 -147 567 -39 439 -151 -603 668 337 384 -960 -802 695 626 -125 752 20 -252 -774 -74 149 -758],[342 771 -180 -60 196 -287 -176 318 -201 -346 433 -680 -234 -484 740 -921 925 309 -783 943 -585 -716 300 204 -801 -636 592 622 -143],[1246 792 -645 -1052 -269 -1040 -368 -544 -348 221 394 -241 -385 -1087 1408 -584 1309 -651 -1585 1638 41 -841 1052 224 -1053 -1410 518 771 -901]
[-140 449 -583 -780 711 317 870 -296 -303 558 536 -991 -545],[870 -392 537 -175 520 -264 -8 495 -241 436 -295 493 712],[730 57 -46 -955 1231 53 862 199 -544 994 241 -498 167]
[123 -532 -495 -639 -72 -374 -68 -252],[463 -480 -581 -613 602 563 -213 905],[586 -1012 -1076 -1252 530 189 -281 653]
[690 728 -931 976 -437 287 -105 410 249 -120 -960 -228 482],[-758 -561 473 831 -195 728 -17 -498 524 -471 392 -191 443],[-68 167 -458 1807 -632 1015 -122 -88 773 -591 -568 -419 925]
[-476 -568 943 53 248 -781 -669 -738 335 635 -388 -779 103 115 335 981 -273 751 -818 321 622 -627 473 124 -12 288 -16 -596 768 114 81 -979],[900 775 -615 918 510 481 624 -430 86 -25 -41 -962 -161 840 847 679 -370 135 921 205 384 832 629 -927 -404 382 102 -724 1 546 684 450],[424 207 328 971 758 -300 -45 -1168 421 610 -429 -1741 -58 955 1182 1660 -643 886 103 526 1006 205 1102 -803 -416 670 86 -1320 769 660 765 -529]
[162 -285 5 33 -817 200 853 334 666 1000 -121 621 -653 52 864 883 -121 946 -7],[-335 -835 124 978 282 -987 182 361 -489 -69 -595 630 -363 149 886 734 185 640 914],[-173 -1120 129 1011 -535 -787 1035 695 177 931 -716 1251 -1016 201 1750 1617 64 1586 907]
[-747 -291 228],[-688 -500 479],[-1435 -791 707]
[605 295 765 -128 -640 -217 -340 362 969 8 -912 548 404 -638 -177 271 21 802 731 -426 467 -996 -286 -891 382 -130 -877 -781],[-468 -100 906 706 -658 -315 757 875 -789 -229 -638 367 543 308 -933 846 -275 180 605 810 771 -594 57 532 450 395 -952 78],[137 195 1671 578 -1298 -532 417 1237 180 -221 -1550 915 947 -330 -1110 1117 -254 982 1336 384 1238 -1590 -229 -359 832 265 -1829 -703]
