train_input_1,train_input_2,train_output_1
"),YMlM5B","),YMlMfd","6 5 f
7 B d"
LS{1v%A,LS[1\'A,"2 { [
4 v \
5 % '"
",{d$pyowC",d{dCpy_w^,"0 , d
3 $ C
6 o _
8 C ^"
9sfIh!H9t1,9s3vhEV3!1,"2 f 3
3 I v
5 ! E
6 H V
7 9 3
8 t !"
SDrOL~v.6=,S2rOK~vnt=,"1 D 2
4 L K
7 . n
8 6 t"
I7Vu,I7guQBt,2 V g
6GhyWH#`,6Ghy(H##,"4 W (
7 ` #"
%HN)5PtX,%HF)B{IXN,"2 N F
4 5 B
5 P {
6 t I"
y46P`D%Z1,>46P``%Z,"0 y >
5 D `"
A,"A""",
aPZ]=oM),a2F]=ou),"1 P 2
2 Z F
6 M u"
LT6p#`,LT-p#%+,"2 6 -
5 ` %"
nfYntga0,n]0nt8o,"1 f ]
2 Y 0
5 g 8
6 a o"
7y/>8@BO,|y/>8@>aX,"0 7 |
6 B >
7 O a"
R,R,
':>)~fp@,E:>U~fp,"0 ' E
3 ) U"
<0rC^&l|c,<0nNR=7|cg,"2 r n
3 C N
4 ^ R
5 & =
6 l 7"
HKaT,HK\w,"2 a \
3 T w"
UF7yJ,UF7>M,"3 y >
4 J M"
BK,BD,1 K D
Z*%Wb,**6Jb,"0 Z *
2 % 6
3 W J"
U]Z)UI,q]Z)q=,"0 U q
4 U q
5 I ="
1,,
gEghVS,(EgIV}:<,"0 g (
3 h I
5 S }"
gs,g/8,1 s /
IRg_)-!,IzD_)-8,"1 R z
2 g D
6 ! 8"
(NsO1^,(Rhg1#,"1 N R
2 s h
3 O g
5 ^ #"
fzwKh,<zwKU,"0 f <
4 h U"
",%",M,"0 , M"
;y`4iwEg9l,;'`DiwEINl,"1 y '
3 4 D
7 g I
8 9 N"
zNqV!a,dNzVea,"0 z d
2 q z
4 ! e"
VY6@Ty,tY6@[y,"0 V t
4 T ["
,S,
Mn,3n,0 M 3
KkE-N-c$,KkE-N-cy,7 $ y
<l,]l,0 < ]
28n@,28nHK,3 @ H
XKKh,A_Khs,"0 X A
1 K _"
"1Y""E)","1E""3)","1 Y E
3 E 3"
/,-,0 / -
{.,{.,
C/b+\0}}Kb,CMb+)0}PKb,"1 / M
4 \ )
7 } P"
goGa[v{,goGa[v(,6 { (
By8yp#^#-*,By|ypB^|v*,"2 8 |
5 # B
7 # |
8 - v"
AwWOBIYxT,AeWO;IHx?,"1 w e
4 B ;
6 Y H
8 T ?"
7`p9U^+xLJ,7`p9U^>xLb,"6 + >
9 J b"
?OG!.h6,VZG!.h,"0 ? V
1 O Z"
Ao(Op,Ao(Op]`!,
J^^K'\,J8^K`,"1 ^ 8
4 ' `"
$vWL,(hzL,"0 $ (
1 v h
2 W z"
ma,,
Fbi-,xbT8,"0 F x
2 i T
3 - 8"
A/8%WHhB:,A[8%?gha,"1 / [
4 W ?
5 H g
7 B a"
/?[EC`b,*V,"0 / *
1 ? V"
{j6><,D;6V6,"0 { D
1 j ;
3 > V
4 < 6"
n{WM\W`0l|,nUWZ\(`0l|,"1 { U
3 M Z
5 W ("
~Ald_,oAl@/,"0 ~ o
3 d @
4 _ /"
;S'`[],"nSn`,","0 ; n
2 ' n
4 [ ,"
khK,khe,2 K e
<lt`Dh}A)p,<Jt`DF}A6,"1 l J
5 h F
8 ) 6"
[jkI!&l,[j$I!&l,2 k $
kdo<C3>@C,kEDRC3>]C,"1 d E
2 o D
3 < R
7 @ ]"
,c,
;Fzqb,;F>ab-,"2 z >
3 q a"
;]*nk~DEoT,;]*$k~tEo7,"3 n $
6 D t
9 T 7"
cL7$,cLG,2 7 G
LB,L,
o/cgA,>/cgA@,0 o >
TO+1}']Uh,TO+1}'CU,6 ] C
]U,]U,
~G?*j7Kos,~]?qjpKoV,"1 G ]
3 * q
5 7 p
8 s V"
,J,
o},B}=,0 o B
iZ&+FPk\Yp,i,
tvkPWWycL,tvkz_WyC,"3 P z
4 W _
7 c C"
Og=$c,Ok=Mc,"1 g k
3 $ M"
,p,
vzC.X.@<(,v!B.XW@<,"1 z !
2 C B
5 . W"
<R,TRp,0 < T
pnY>;;cja,"pnY>;;*""as","6 c *
7 j """
znu9r,znu9,
*>,*>,
9.c,9`c~,1 . `
LbBi,L*Fi,"1 b *
2 B F"
,-},
7?,7?,
$y,$yo,
7*:,7~:,1 * ~
T,,
aMSuCK,[TSuCK,"0 a [
1 M T"
h7,Q7),0 h Q
1+#QH2U[,1+KQH2U',"2 # K
7 [ '"
OTP!*0P{,OTP!%0/{:,"4 * %
6 P /"
>'}@8H,2'}@8,0 > 2
`pX:2#a,`e_:c#,"1 p e
2 X _
4 2 c"
eN5rwg#Ki,e|*rwk#K2,"1 N |
2 5 *
5 g k
8 i 2"
,Z,
v\HJ.&5,v\HJ.v%,"5 & v
6 5 %"
CMnB,\Mna0,"0 C \
3 B a"
4`<k<,4`<k=,4 < =
irSuwG,ya$uwK,"0 i y
1 r a
2 S $
5 G K"
t)&,b)&,0 t b
tq_0je4,tov0jh4,"1 q o
2 _ v
5 e h"
esK'`-Zs,$|K'`->s,"0 e $
1 s |
6 Z >"
kd8\~,{dq\Sv,"0 k {
2 8 q
4 ~ S"
)#7DR3:AK,)#7D?X:AK,"4 R ?
5 3 X"
laYG+X^,_`u[+XL2,"0 l _
1 a `
2 Y u
3 G [
6 ^ L"
K+k%Zl8),K+k%|QL,"4 Z |
5 l Q
6 8 L"
D8,D3,1 8 3
(4`%D`3,,
(w]BI,(w]VX,"3 B V
4 I X"
?Sm;N/qM,WSm;WqqM,"0 ? W
4 N W
5 / q"
)E,B,0 ) B
.KQ(;Pu,8KQ(6Pu,"0 . 8
4 ; 6"
h*\)^/`j,g*:)^G`j,"0 h g
2 \ :
5 / G"
"vq\00""9,+",".5\00""9,+","0 v .
1 q 5"
M/EPX,}I#*h,"0 M }
1 / I
2 E #
3 P *
4 X h"
2;1w0:-El,2;1wa[nEle,"4 0 a
5 : [
6 - n"
$D`'>QY6$4,$D`TRQY6$4,"3 ' T
4 > R"
"M{|Cl[9"";""",8{,0 M 8
"kf'f0N<s""","k`'fINhk""","1 f `
4 0 I
6 < h
7 s k"
tPd@G8y,6Pd@G1y#b,"0 t 6
5 8 1"
9gpB,9UpB^Y,1 g U
v$Xl8P,v$UO8P,"2 X U
3 l O"
/DG~W,nDGoW,"0 / n
3 ~ o"
"""_b5","""_b5",
"+a|07""UJb","Pa|uu""UJb","0 + P
3 0 u
4 7 u"
l~fZvbG,l~FZNb,"2 f F
4 v N"
o]2&nMe%,o]2]nMg{,"3 & ]
6 e g
7 % {"
jy1'>YIBx,jy1K>uKBx,"3 ' K
5 Y u
6 I K"
:A@Ow,:6@Ow,1 A 6
"[""7i","[""7i",
zgWmu+1bM,8+WLu+mbM[,"0 z 8
1 g +
3 m L
6 1 m"
So%8ug3f,=o%8eZ3z,"0 S =
4 u e
5 g Z
7 f z"
y8cASZ0:,*8]8XZY:,"0 y *
2 c ]
3 A 8
4 S X
6 0 Y"
W,,
mE\u,IE*u,"0 m I
2 \ *"
EXK0?5(3o,^XK!?/43A,"0 E ^
3 0 !
5 5 /
6 ( 4
8 o A"
lkbw,l,
-!'mNobFSN,/!'m,0 - /
6#4vq,.#gv],"0 6 .
2 4 g
4 q ]"
-RAF|,-OAFm,"1 R O
4 | m"
~j,~U,1 j U
8h@%)H,"bhA"")m","0 8 b
2 @ A
3 % ""
5 H m"
L_vD],Lqv=,"1 _ q
3 D ="
B>P@,B>P@H,
Go~v8At,Go~J5A#,"3 v J
4 8 5
6 t #"
I,I,
0/fB!,0<aj!,"1 / <
2 f a
3 B j"
ih,K,0 i K
:MZ=gb,:MAp'bQ,"2 Z A
3 = p
4 g '"
92,Q,0 9 Q
?,,
"[s0y,=cbR{",Vs'yd[cbR{,"0 [ V
2 0 '
4 , d
5 = ["
y/{9,&/{$,"0 y &
3 9 $"
V9jJ,VWjy2,"1 9 W
3 J y"
eM.z8~1v,eM.-8?1v,"3 z -
5 ~ ?"
uxr\,qxr\J,0 u q
[,[,
)$3,0$3&,0 ) 0
".ntSNz,""=",".nt5fz,""=","3 S 5
4 N f"
DY@+^Kp=V,9Y@+^2(=V,"0 D 9
5 K 2
6 p ("
0e,Q,0 0 Q
cM:,cM:,
ve=X2`XR@,ve=X@`\R@*,"4 2 @
6 X \"
45@I&I,45@Iqn,"4 & q
5 I n"
`f,$f,0 ` $
(Dm4C`,(DmDC`,3 4 D
;-,.,0 ; .
H|X,-|X(,0 H -
0|..g/,0|K.I/,"2 . K
4 g I"
$2,$s,1 2 s
Ri]K,Ri]K,
W}4|sX-Bj,h=yXvx-B,"0 W h
1 } =
2 4 y
3 | X
4 s v
5 X x"
g,_Q*3U-,0 g _
DB9i.,DB9i.*,
?~Iv>F,^~{,"0 ? ^
2 I {"
1,Y,0 1 Y
,n,
*>2lI,C>C_;,"0 * C
2 2 C
3 l _
4 I ;"
/vz^{$,uvz^q$,"0 / u
4 { q"
[xc,Txc,0 [ T
H~3.G-,g~3.G,0 H g
)Es^)W]}S.,)9s:)JdtS.,"1 E 9
3 ^ :
5 W J
6 ] d
7 } t"
8,"""","0 8 """
Wk)N,1k);,"0 W 1
3 N ;"
:j&,:jch,2 & c
Ne,&e,0 N &
w-^Se:j,"%-^,e:j","0 w %
3 S ,"
.,,
"B-r^MC""","Bx-^IC""","1 - x
2 r -
4 M I"
"o,",oE,"1 , E"
Kd,Kd,
|;\X=erE3,|;cX{/[E3H,"2 \ c
4 = {
5 e /
6 r ["
2TMO_?,[QMO_?,"0 2 [
1 T Q"
CYGE,C(G.,"1 Y (
3 E ."
^+aOx,"N+""Ox7","0 ^ N
2 a """
k,D_r%s,0 k D
Py]E,Py]E,
`|~/[0,Y|Fu[0,"0 ` Y
2 ~ F
3 / u"
\A<,|A<,0 \ |
lAPqM4,lAPqC,4 M C
2jF%8=h#5W,KAF%8=h#fW,"0 2 K
1 j A
8 5 f"
mWkrt^!sv,mWkrt^!s,
g&-u1,?&-unR,"0 g ?
4 1 n"
7C-s\&>3U,7C-s,
"[^?""%[@/.-","[^?""%v@/",5 [ v
;,;,
%t8yy>x%$,%dxyK>x%,"1 t d
2 8 x
4 y K"
"K?""{MF@<",K1@p(F5<,"1 ? 1
2 "" @
3 { p
4 M (
6 @ 5"
J{XZS<f,JL[ZB~f,"1 { L
2 X [
4 S B
5 < ~"
jpIh$K1QP,juz9$KOQP,"1 p u
2 I z
3 h 9
6 1 O"
$mQ*D<PZ,$mG*D;BZP,"2 Q G
5 < ;
6 P B"
`Y!r3yNzS,"k""!r3yNzS","0 ` k
1 Y """
{XR*,DXZA,"0 { D
2 R Z
3 * A"
~A)rGN,~A)?'N,"3 r ?
4 G '"
{G,{,
5BeaQC)^)x,5Be9QCC;),"3 a 9
6 ) C
7 ^ ;"
2:Dku{n,&0D2u{n,"0 2 &
1 : 0
3 k 2"
Qe,%e,0 Q %
d[E6w],d[E6w],
@~,O<,"0 @ O
1 ~ <"
:k,:zL#,1 k z
#~b,A:bb,"0 # A
1 ~ :"
"bU-w,tdaRg","bUnw,tCasg","2 - n
6 d C
8 R s"
"4""q@jD@","4""q@jD",
D,Dg,
l!,l!,
-,v,0 - v
C,C,
po.xG9$VvA,po.xG9QVvJ,"6 $ Q
9 A J"
B=9BbCzk,B;cBbCzk,"1 = ;
2 9 c"
K3,K,
_*t8oi},_ztIoiP8,"1 * z
3 8 I
6 } P"
MaOI3>&.,MaOIW>&,4 3 W
0y}rPs`[Al,0d8r<sW~A,"1 y d
2 } 8
4 P <
6 ` W
7 [ ~"
6Q-t4,3{;t4,"0 6 3
1 Q {
2 - ;"
o<,o<*,
>Rh]k\p,Qyhnk\G,"0 > Q
1 R y
3 ] n
6 p G"
q,'e,0 q '
pw.<\p,pw.'\D,"3 < '
5 p D"
wPJ\B,"wP""\:","2 J ""
4 B :"
+,~,0 + ~
,b0/AKQ,
7}{u=~Fd,7}Pt=~FD,"2 { P
3 u t
7 d D"
8_|,(_>,"0 8 (
2 | >"
Xn-,Xm-7,1 n m
"hlX""{67",&RXlk$7p,"0 h &
1 l R
3 "" l
4 { k
5 6 $"
\I,\G,1 I G
DUM(E\a,_U?PHJa,"0 D _
2 M ?
3 ( P
4 E H
5 \ J"
,N,
SCO,SCx,2 O x
"H<""%74J~G",H<]%G4J`G,"2 "" ]
4 7 G
7 ~ `"
V$,<,0 V <
Ow,IwS,0 O I
",~L;qA$T@;",",~L;qAu;S1","6 $ u
7 T ;
8 @ S
9 ; 1"
5H,!N,"0 5 !
1 H N"
6c/,6c-,2 / -
{d^,&4^,"0 { &
1 d 4"
+7_@7SnZQ),+7_@oFnZQ),"4 7 o
5 S F"
p|\'n~,m|-vn~,"0 p m
2 \ -
3 ' v"
H`,H`m,
YV~Ln},4H~L9,"0 Y 4
1 V H
4 n 9"
^B`KE<L,KB`KE<L,0 ^ K
cwFKua,cwFKll,"4 u l
5 a l"
p`UD+EEW-3,p`KD_E&Wz,"2 U K
4 + _
6 E &
8 - z"
jJ%BQH00]},jJ`BX/00]},"2 % `
4 Q X
5 H /"
P,P-mHJ,
U<=,,
bQ!1l3,bQ!Vlu,"3 1 V
5 3 u"
[!Pe+NS,.!Pe+i,"0 [ .
5 N i"
D2-.,E2-,0 D E
Xu,+@3,"0 X +
1 u @"
-/w\,y%w\,"0 - y
1 / %"
,\,
y=0hn.,;=0hn.,0 y ;
<,h,0 < h
~gyNT5BpwW,\gytT5Bpw%,"0 ~ \
3 N t
9 W %"
y=;5|7^,>=;5|y,"0 y >
5 7 y"
%ue6+!7aqu,%9yb+E7,"1 u 9
2 e y
3 6 b
5 ! E"
G,;L+yv/,0 G ;
SmqU#^.9,SiqUR^bc,"1 m i
4 # R
6 . b
7 9 c"
>tfL^,H0fL^^G,"0 > H
1 t 0"
m;Y,m03,"1 ; 0
2 Y 3"
Osu`H2[w:,O~C`Hr[w:,"1 s ~
2 u C
5 2 r"
gwOiP}=Q,>wOiS'-Q,"0 g >
4 P S
5 } '
6 = -"
NRVAMLj*,q_2'MLj*,"0 N q
1 R _
2 V 2
3 A '"
aCe0@Hn14w,a,
!xdm}1o\x/,"X""A0}io1x","0 ! X
1 x ""
2 d A
3 m 0
5 1 i
7 \ 1"
yxrNr2VA&,y|r=u>^o&,"1 x |
3 N =
4 r u
5 2 >
6 V ^
7 A o"
.c{IEKk?,vc{ImAk,"0 . v
4 E m
5 K A"
'go\)I{S,[go\)I{,0 ' [
wkl,wkd,2 l d
E\b9;:Z5\,Ekb9;+Z5\,"1 \ k
5 : +"
,i,
Kbnsy[6,%pL+A[6,"0 K %
1 b p
2 n L
3 s +
4 y A"
=#C,q#,0 = q
S9loB;,S;XoB;,"1 9 ;
2 l X"
|b%w_H,k.Ew_H,"0 | k
1 b .
2 % E"
4QmD.:,v,0 4 v
k0?,k>?w,1 0 >
JptqE*u(<#,JpLq~*N(<#,"2 t L
4 E ~
6 u N"
cH,XH,0 c X
>,>,
@*z(HrX@dI,@*bzkLv^lI,"2 z b
3 ( z
4 H k
5 r L
6 X v
7 @ ^
8 d l"
[BK,[B,
"8k@~5Z%k,",84@NPZ%94,"1 k 4
3 ~ N
4 5 P
7 k 9
8 , 4"
"L{fF~r0H>""","4Y>F~o0H>""","0 L 4
1 { Y
2 f >
5 r o"
\9<3p1=/PI,\3<3p1=9P,"1 9 3
7 / 9"
ob^mz,/b#q,"0 o /
2 ^ #
3 m q"
$R|28@0I,$Ru28Q09,"2 | u
5 @ Q
7 I 9"
UQZ]q3l,UQZ<c3lK,"3 ] <
4 q c"
i,"""S","0 i """
nc'uZ])u,7OuuZ]}7e,"0 n 7
1 c O
2 ' u
6 ) }
7 u 7"
EQ4q,E-4q,1 Q -
^@a1!.i,^}ax!.,"1 @ }
3 1 x"
j[uIX=5,%muIX#0,"0 j %
1 [ m
5 = #
6 5 0"
"ze""","z+""",1 e +
\F8Xz@(5$l,aF2XzeN5j[,"0 \ a
2 8 2
5 @ e
6 ( N
8 $ j
9 l ["
tA\E9,3AE}F,"0 t 3
2 \ E
3 E }
4 9 F"
,O,
$l?RdZ$boQ,;ZKRdqtnoQ,"0 $ ;
1 l Z
2 ? K
5 Z q
6 $ t
7 b n"
,_,
g?,,
!n]D,!n][,3 D [
,;{;+Oz,
"DV,I9Y29","DO,I9Y2~","1 V O
7 9 ~"
v3O6L+,v3EOLY,"2 O E
3 6 O
5 + Y"
"2,C","2,?Q^N",2 C ?
A#z?,6#P,"0 A 6
2 z P"
Fk.-,Fk.-R,
V,,
:yJ`Z-xQ,:yu|ZoxQ,"2 J u
3 ` |
5 - o"
q{eGm(,"""SeGmQD","0 q ""
1 { S
5 ( Q"
B)l,BX8,"1 ) X
2 l 8"
+{j]q8,C{e-q8,"0 + C
2 j e
3 ] -"
.csHM)]s4,.,
apT,apT,
GLJ7q(PIN,TxJ7a(PAN,"0 G T
1 L x
4 q a
7 I A"
u~sQ5YY3,u`sQ.JY,"1 ~ `
4 5 .
5 Y J"
Mz!p+\,"""w!p+@~","0 M ""
1 z w
5 \ @"
[-,VR,"0 [ V
1 - R"
|%,|,
q)!Zv*,qnJZK<7,"1 ) n
2 ! J
4 v K
5 * <"
",",,
V,,
SJ,n),"0 S n
1 J )"
o+N>ST5,F+w>_^j,"0 o F
2 N w
4 S _
5 T ^
6 5 j"
5Apxyz__,FApxy6ZB,"0 5 F
5 z 6
6 _ Z
7 _ B"
f,f,
C9,C9,
9a+g[k>,9$+)[k6,"1 a $
3 g )
6 > 6"
"k,Ug{mWZ/",!xUgukZZ,"0 k !
1 , x
4 { u
5 m k
6 W Z"
w7%I7_/M,"9]Obn]""{","0 w 9
1 7 ]
2 % O
3 I b
4 7 n
5 _ ]
6 / ""
7 M {"
D;P,(;,0 D (
$/Q4,$/Q4,
aXh5,,
w4|pW-3e,|4UpW53X,"0 w |
2 | U
5 - 5
7 e X"
qcd-*n~x,qcdv*n:n,"3 - v
6 ~ :
7 x n"
z6X;cr,zO/;wr,"1 6 O
2 X /
4 c w"
"m|C|-f""r",m1-|-f4l,"1 | 1
2 C -
6 "" 4
7 r l"
{5,v5,0 { v
1,Qz,0 1 Q
jFR5Y%K,jFR5Y>K,5 % >
AQF(Ou,?Qf(Ou,"0 A ?
2 F f"
NTOcw,<T?cwQ,"0 N <
2 O ?"
ae<@Dkl;Rd,Ue<@|kl%yd,"0 a U
4 D |
7 ; %
8 R y"
"1y+7ye""",My+Py|B,"0 1 M
3 7 P
5 e |
6 "" B"
?k;5bo7,?2;5bo7,1 k 2
sw$s`8P%ve,sw$U`8P=ye,"3 s U
7 % =
8 v y"
'(,'(,
&,&%,
nUUJufhJ,nW[J?fhJ,"1 U W
2 U [
4 u ?"
dx>#ZvE,dx>FZvi,"3 # F
6 E i"
8&Z#Ec,8&0#Ec,2 Z 0
mH,;H,0 m ;
"""M",=M,"0 "" ="
UIWmm,UI~Jm,"2 W ~
3 m J"
![.r4,I[{r),"0 ! I
2 . {
4 4 )"
j%jVzJ,jKhLzX,"1 % K
2 j h
3 V L
5 J X"
hQ^,^Q^,0 h ^
"""","""h",
l8BFV{ppdO,y8)F3{p.d^,"0 l y
2 B )
4 V 3
7 p .
9 O ^"
qp!,q{!,1 p {
"BnC6,[~?","BnC6,[=?",6 ~ =
.,.,
?I`IBW#C~,l,0 ? l
E=};J0p,[Hg;J0pB,"0 E [
1 = H
2 } g"
x<0H8ji],x=0>8j%]>,"1 < =
3 H >
6 i %"
TB\,Tt,1 B t
{7l3k,{]r3kX,"1 7 ]
2 l r"
Xy%`pxmT8,,
a\#e;P_,a:!/>P_m,"1 \ :
2 # !
3 e /
4 ; >"
B2t}^(CiBA,B2D}^(5iB,"2 t D
6 C 5"
d,{,0 d {
nWj@JG,oWc@3F,"0 n o
2 j c
4 J 3
5 G F"
o=x$mP,A,0 o A
Ju\+dQ\\$},Jn\%eQ\\,"1 u n
3 + %
4 d e"
C)LKq,u[NKquV,"0 C u
1 ) [
2 L N"
B,%Q,0 B %
YyX[_,~`*$1,"0 Y ~
1 y `
2 X *
3 [ $
4 _ 1"
&o,&o,
"jLB""",jLB,
c1JvYa,U*]>Y1,"0 c U
1 1 *
2 J ]
3 v >
5 a 1"
t$,t$,
%;'7?w~>=,`_.7?X~h,"0 % `
1 ; _
2 ' .
5 w X
7 > h"
q|uC&LzD]C,"qIuC&""zD","1 | I
5 L """
"m,0","L,4k","0 m L
2 0 4"
?G,?.,1 G .
ODwq0,"ODOq0,8:S",2 w O
JW%(Q,JWm(Q,2 % m
iC,iC^,
UL>|+v-j=,,
O4!.4,"O4!,4","3 . ,"
zOe,zO,
";""*g","B""!g","0 ; B
2 * !"
Jkn,Jkn,
KBis`3,"QBis`,","0 K Q
5 3 ,"
3(f-Y|Dlc,3Qf-UrDl,"1 ( Q
4 Y U
5 | r"
,L,
L_(@,LI(@,1 _ I
N.!G3,..!O3v,"0 N .
3 G O"
cLvh6EM-,jLvh6gM-,"0 c j
5 E g"
|,|G,
Ft[/yvKn,F,
RB:13H,GB:13,0 R G
O-,O-,
f[Fh<3Xr,?[0h<3rr,"0 f ?
2 F 0
6 X r"
~]Lg_`9yQ,~lzg_WYyQ,"1 ] l
2 L z
5 ` W
6 9 Y"
kxd,kx/l,2 d /
"XY,B","XY,",
}F|a=K]_OD,PF|a=K]NOQ,"0 } P
7 _ N
9 D Q"
SF(Vzax6|,hF{Tzax6|,"0 S h
2 ( {
3 V T"
"I""}[~L*","I""}[~L*",
yQd:qT-z,;Qd:q_izJ,"0 y ;
5 T _
6 - i"
ycF.Y/I$,ygF.YG\7,"1 c g
5 / G
6 I \
7 $ 7"
)uT3,){TI,"1 u {
3 3 I"
5,5n,
/v_|,/v_|CcNRC,
+wlOU,?w&vK,"0 + ?
2 l &
3 O v
4 U K"
Z:,oBd$}v,"0 Z o
1 : B"
"`{W},+w",ZiW'@sL,"0 ` Z
1 { i
3 } '
4 , @
5 + s
6 w L"
+,+,
Oax!,Ot:!,"1 a t
2 x :"
z};]/'&w,>},0 z >
"r%fA>,",r%2c>,"2 f 2
3 A c"
5,B#,0 5 B
xa,ga,0 x g
lF4j%,P=4u%o,"0 l P
1 F =
3 j u"
=2,=2%,
wpA!77,wpA!<7,4 7 <
hW3q,hW3+,3 q +
cQ,c,
gP;5,gi;\,"1 P i
3 5 \"
=686cgn,B(86cg_,"0 = B
1 6 (
6 n _"
%LMFI6DT,%LMFIKD],"5 6 K
7 T ]"
L-m^29s,l-i^2fs,"0 L l
2 m i
5 9 f"
Tf-,.f!,"0 T .
2 - !"
"""","""",
'?W,f?W,0 ' f
<}yMnpozL,<RyMFgF~o,"1 } R
4 n F
5 p g
6 o F
7 z ~
8 L o"
IN&,lN,0 I l
}SX=*#Eg,#SXZ*#Eg,"0 } #
3 = Z"
;Y[^A,;Y[jt*,"3 ^ j
4 A t"
4,4L,
?ih|OlHABM,"?ih|T,cA`m","4 O T
5 l ,
6 H c
8 B `
9 M m"
g<YC&NB,G?kC){9p,"0 g G
1 < ?
2 Y k
4 & )
5 N {
6 B 9"
`(gAIFl,`JZnIFld,"1 ( J
2 g Z
3 A n"
HS{A,HS{7|,3 A 7
qx~j%ZX,qx~j%ZXf,
jnBox,jUAox,"1 n U
2 B A"
B%KfqiE,B%Kfqi!,6 E !
=Lu,1Lu,0 = 1
V,z,0 V z
w1MB6A,}1%B6AK,"0 w }
2 M %"
y~^ylf,[~3y5fN,"0 y [
2 ^ 3
4 l 5"
Qkp-{('/4,q,0 Q q
ed0,Fd0,0 e F
mxXck@'>,mxMhk@',"2 X M
3 c h"
6`Q%DTu~,6`Q%TTu~3,4 D T
c>rp!9=kt.,t>QpPA=^t.,"0 c t
2 r Q
4 ! P
5 9 A
7 k ^"
7|,7|^f_V_w,
94Hf#(.58,L4Hf#>.>,"0 9 L
5 ( >
7 5 >"
W2DvLS`%s,uRDvlS`hsa,"0 W u
1 2 R
4 L l
7 % h"
Q7$.[V90,a7&.WM40F,"0 Q a
2 $ &
4 [ W
5 V M
6 9 4"
]@9[$,]@9[$,
hl,6U,"0 h 6
1 l U"
v*h,n*h,0 v n
=!gSCF)1kF,=!rBCF)1C,"2 g r
3 S B
8 k C"
xmX*oHE4F,xmPboHE4N&,"2 X P
3 * b
8 F N"
-mdYUHJ)[X,-md,
+iNgBK,"+,NgB+","1 i ,
5 K +"
o_~6qV:h`,|v~$?VLh,"0 o |
1 _ v
3 6 $
4 q ?
6 : L"
"),,Z.{_i",H-R8.{_,"0 ) H
1 , -
2 , R
3 Z 8"
IG.aqewGcj,VG=aaeIGcj,"0 I V
2 . =
4 q a
6 w I"
b0Bq;,'KB*;,"0 b '
1 0 K
3 q *"
z!`Ku7jB!,"z!xqT""j","2 ` x
3 K q
4 u T
5 7 """
T,T,
"jb&YG""",jb&YG,
Jw?<,z`?<,"0 J z
1 w `"
\D,\D9,
tWo%5uYn,tW.A54{,"2 o .
3 % A
5 u 4
6 Y {"
RaRg,ca4,"0 R c
2 R 4"
5[&i,36&s,"0 5 3
1 [ 6
3 i s"
i,i],
5SeT%]}G),MSE9%]|G),"0 5 M
2 e E
3 T 9
6 } |"
,t,
}&U6I,}&c62,"2 U c
4 I 2"
<)}@0d,<)}@cdA,4 0 c
(/d`t)N(,(/o`j)m,"2 d o
4 t j
6 N m"
K68Yuei#43,K<'c.oitid,"1 6 <
2 8 '
3 Y c
4 u .
5 e o
7 # t
8 4 i
9 3 d"
">{v?""RP]",">.v?""RP]u",1 { .
"""","""",
#=q'b,#=q'b,
;i-MhAw>%,;i-MhAw>T,8 % T
$XFk%,ZXak%b,"0 $ Z
2 F a"
Dbv,Dbv,
iZw&&,ix@O&,"1 Z x
2 w @
3 & O"
,B,
It)s|,I0)0S,"1 t 0
3 s 0
4 | S"
"%7\""hB5c[",z7\:hB5T;,"0 % z
3 "" :
7 c T
8 [ ;"
"""k","""k",
{X`4`,{a`4`,1 X a
Lk+.3rHZ,LA+.3&5Il,"1 k A
5 r &
6 H 5
7 Z I"
18__y~c,18__y~c,
?,?$,
Zj15I,ZO15G$,"1 j O
4 I G"
Q,,
9K5e|W|Pmp,tK5e?5#Pmp,"0 9 t
4 | ?
5 W 5
6 | #"
OE,O7,1 E 7
N~)CAc$^5W,,
"9""wi",97w,"1 "" 7"
M,M(,
X,X,
;gu,Z,0 ; Z
O_\vdp9mP,O_vvlK9AJ,"2 \ v
4 d l
5 p K
7 m A
8 P J"
f,,
V\vnxc>9,V\anxc>zi,"2 v a
7 9 z"
x23},x?C}E,"1 2 ?
2 3 C"
?^'Ri,.^'Ri,0 ? .
gqa8gmf,gqE8goI,"2 a E
5 m o
6 f I"
yH,yH,
9,,
BF_hViij7,Bz_hViQ&7,"1 F z
6 i Q
7 j &"
p(n{B,p(,
X=,X=,
zGUu.bq,zGUt.jq,"3 u t
5 b j"
B,p,0 B p
z,Zo@,0 z Z
]g3L,]g!p,"2 3 !
3 L p"
(X#yI,],0 ( ]
*M,*[,1 M [
W9f6K$,":9,6K","0 W :
2 f ,"
m})5*AB#Q%,m-O5M9*#MY,"1 } -
2 ) O
4 * M
5 A 9
6 B *
8 Q M
9 % Y"
"RY,/?I8%","RY,/?I8c",7 % c
"7""WdZM{j",5B(dZ5Wj>,"0 7 5
1 "" B
2 W (
5 M 5
6 { W"
Z,ZmWx:[:1,
{l,O,0 { O
1tWF0,1t^F07,2 W ^
jE38v,-E(8{,"0 j -
2 3 (
4 v {"
"SOn=?N&Q""f",S-nH?N<32,"1 O -
3 = H
6 & <
7 Q 3
8 "" 2"
7;4,Z;4,0 7 Z
H8Q_<Cy,HeQT<Cy,"1 8 e
3 _ T"
~$9g8]ZsTJ,~$9*g]ZsTJ,"3 g *
4 8 g"
Y8:=,Y8m=6yB_,2 : m
