train,
[0 0 -24 11 -17 0 -21 0 -12 -4 41 32 0 2 -27 -24 0 2 36 40],16
[49 40 0 14 -31 -8 -27 44 19 -22 -34 -20 -15 23 36 13 39 0 16 0 -24],19
[-11 2 38 -48 0 -47 -48 0 38 -23 -39 46 -2 -44 -15 -2 0 -46 39 36 -33 -14 -22 -49 39 0 -44 -28 0 -1 -2 -10 0 -29 2],32
[0 -7 -13 -46 0 32 5 11 1 13 49 21 -38 21 -2],4
[15 38 -49 -37 -42 21 8 34 -30 -46 29 49 -9 -39 12 20 -40 0 0 -10 0 3 -31 0 -27 -46 29 -5 24 -32 28 0],31
[11 0 46 20 -25 -12 0 -46 39 0 47 14 0 0 -49 47 27 -26 -30 -42 16 30],13
[1 37 29 -31 -2 0 48 0 -48 -19 0 26 21 -12 44 37],10
[9 13 29 -36 -13 11 36 -8 -30 8 0 6 -18 -36 -24 17 -34 37 0 -29 -35 -5 9 -16 33 -10 0 50 47 0 -7 -35 30 -12 0 -14 -41 25 7 -19 -44 -12 2 17 -17],34
[-41 -5 28 0 0 0 0 -50 -27 -35 -36 -34 0 0],13
[-20 0 0 12 0 0 0 0 -50 11 -24 10 -4 46 0],14
[9 -10 -40 48 -20 -6 50 -9 12 34 50 0 22 -10 -31 18 36 33 -38 -18 -40 18 16 19 36 -32 49 -34 0 -10 0 30 -7 -38 21],30
[32 -32 -35 0 -30 0 24],5
[0 0 -49 0 50],3
[34 22 20 8 22 -20 -27 49 -16 -34 0 -10 5 -42 9 50 27 -31 -4 16 16 -31 0 -9 9 46 0 -49 -33 2 -48 22 -34 -31 -11 0 1 0 0 -12 -31 -47 -47],38
[0 12 22 28 0 27 -27 16 -26],4
[0 0 -27 -50 0 0 46 2],5
[19 -20 15 31 26 29 -2 9 41 4 0 -15 -17 -3 36 -13 0 -7 -35 37 -22 -46 11],16
[-50 2 -15 -16 -26 -22 -24 -19 -11 0 3],9
[-11 -4 17 43 26 25 -27 -44 29 5 49 -42 11 0 -48 0 -17 42 0 0 45],19
[14 -39 10 0 -4 41 19 -49 27 33 10 44 12 -30 20 -20 -43 -42 -50 -28 43 -12 49 -18 -22 0 46 0 -28 0 0 19 0],32
[-34 -28 -10 -46 -27 -25 -23 49 26 -46 -12 13 32 25 39 26 -49 21 -27 -23 -35 -10 30 17 0 9 0 42 31 -48 13 -23 -32 28 47 -38 17 0 -44 -27 0 6 0 -49 -14 39 33 0 -42],47
[-45 12 -49 15 -1 15 -38 -2 41 24 -31 17 -6 18 30 31 22 -11 38 10 -37 49 34 45 15 -17 0 0 -5 44],27
[15 0 -2 32 0 0 -21 0 0 -28 18 40 0 -3 -34 -46 9 -20],12
[0 23 -11 -14 -6 12 3 -14 27 5 -10 -14 43],0
[-28 2 14 -1 3 -40 -1 1 -46 41 -9 50 36 0 10 -30 0 3 -13 -18 11 15 26 13 -25 -11 36 -18 44 -36 44 -15 -50 27 26 12 -3 -35 -26 -10 14],16
[-4 41 -50 -27 0 0 -43 13 -14 18 38 5 38 0 -29 -25 -34 27 -42 -5 -38 -37 10 -41 37 -8 -24 23 42 39 0 1],30
[0 21 18 -4 0 39 -27],4
[17 46 10 28 38 14 -29 0 -3 44 48 0 36 7 -29 0 19 -7 48 0 38 45 37],19
[31 0 -22 39 34 0 6 -35 20 -6 -43 44 -29 0 -10 -21 -43 -50 8 45 19 -32 -50 -18 38 41 34 43 14 6 -13 26 46 36 0 -10 9 0 -39],37
[0],0
[0 -47 -22 20 -14 -21 13 -4 -49 6 -14 39 0 -11 -11 -15 16 -45 -38 23 -29 8 34 0 -21 8],23
[-31 -29 -20 -37 50 -39 -17 4 0 27 1 -7 12 -49 -46 -44 50 7 0 -7 -20 37 6 15 -33 -6 6],18
[24 46 -14 46 31 -43 -25 16 49 -5 31 -31 13 -45 -42 -30 -2 -15 -21 -1 49 -17 0 22 -8 -4 16 -12 17 5 19 38 -30 -50 -42 -30 -32 48 1 10 -13 0 6 -10 -38],41
[-40 -16 0 7 -43 18 -12 -44 -26 -8 11 -40 -2 -47 -42 -3 -22 -38 0 -50 42 -32 -8 11 -3 10 17 0 10 -3 43 18 24 19 20 -37 -40 31 20 34 -3 -44],27
[0 -39 -40 -47 -37 -5 6 -42 -21 -19 37 -3 1 23 13 -18 17 20 29 -6 -3 -21 0 -44 -31 -24 9 -7 -18 -5 0 29 -29 0],33
[-2 3 20 3 20 -10 28 -29 25 -10 -49 -14 6 12 -33 -41 -26 -37 39 -46 30 -45 34 13 -17 13 7 0 42 -41 -44 0 -40 -12 43],31
[42 -50 20 8 -4 12 -39 0 -36 1 39 0 0 27 -44 -27 11 25 48 8 15 28 50 0 43 -21 -31 37 -7 23 -25 29 -28 -30 -12 13 -26 14 11 -40 0 18 17 -34 -8 0 17 -37 -39],45
[24 44 -41 -20 -25 -6 42 -34 47 -2 41 0 31 0 -36 0 -11 43 0 -45 -23 0 49 0 -49],23
[46 -7 15 34 -29 9 42 36 5 -34 -10 -43 42 0 2 -35 -27 48 -14 40 0 -47 15 37 -43 -22 20 41 0 38 0 33 0],32
[0 0 0 0],3
[0 -12 0 -14 0 -46 -44 38 -3 0 2 -46 18 18 -11 -16 26 40 -15 20 6 32 22 -40 33 -15 12 18 -49 6],9
[-43 -7 46 0 27 0 -46 -49 -47 -30 -38 0 0 -31 0 -15 33 37 -2 -49 18 11 49 31 -32 -30],14
[14 0 0 -30 41 0 0 -33 20 -8 0 38 -5 0],13
[17 14 1 0 -16 18 0 43 -2 -30 5 -40 -18 11 17 -27 23 0 3 -6 -41 46 -43 33 5 -28 0 -42 0 -11 -13 49 -6 -30 31 0 -12 -20 -10 1 -49 37 -36 29 -26 42 30 -45 -6 2],35
[-23 11 8 50 44 -26 30 -37 45 13 34 -7 -39 18 8 32 4 -45 0 1 30 49 -40 43 -32 -5],18
[0 40 28 43 0 38 -35 -20 46 -41 2 26 0 0 -9 35 -30 -34 -8 2 49 38 -25 36 0],24
[-45 0 -20 -7 -34 44 -12 39 -23 -15 -16 -47 0 -44 -41 -43 -34 -46 -50 -6 -36 -49 -26 0 -28 -13 0 10 47 -44 -40 -27 -7 -36 -2 -38 -14 -26 -44 -40 7 24 32 36 41],26
[0 -38 40 0 -39 7 -7 0 23 0 -29],9
[0 -11 46 0],3
[6 49 -41 0 20 43 25 4 -33 18 0 12 21 -7 20 -43 35 31 -36 18 29 11 -50 9],10
[1 34 -26 -17 -41 -4 16 30 0 -22 49 -5 -4 -48 46 43 -25 -17 26 27 -23 0 3 -48 -44 13 9 28],21
[-25 -18 -38 13 -21 -41 15 -41 14 16 8 -16 16 13 28 -37 -19 -31 0 -34 46 -27 18 46 27 -49 -30 9 -22 -28],18
[38 0 8 34 33 3 50 -38 0 3 15 0 12 -4 -26 -45 -14 -14 -20 -3 35 29 29 5 13 30 -50 -22 -34 21 0 50 0 -30 -39 47 -7 13 -5 -37],32
[49 28 0 0 -20 0 40 45 -31 -10 47 3 -32 49 7 38 -14 -14 43 -40 41 17 -40 12],5
[-36 -39 20 6 38 -47 -42 23 13 16 33 0 9 -11 0 38 -31 36 0 6 -1 7 -9 -10 0 12 -32 -19 -26 -21 -35 -43 -6 -44 -50 -18 -32 37 26 -35 15 -33],24
[13 -4 -5 -34 -44 16 31 -37 28 -20 0 11 12 -19 -23 -4 -17 18 -44 -34 13 0 14 42 0 -48 11 36 -37],24
[-45 -27 17 9 -41 23 -40 0 22 6 -48 0 -1 -43 35 0 -48 44 -30 -2 -29 11 22 42 -18 30 45 -34 41 19 34 28],15
[-37 -41 -25 39 -23 45 -26 31 -12 -25 -5 -14 -43 5 13 -49 0 41 -11 8 28 -35 -13 27 -8 8 -15 -15 1 6 -28 29 -28 -24 13 26 -42 -10 0 -18 -50 -31],38
[-9 0 0 42 7 12 47 47 0 46 0 0 -16 -5 -46 0 43 38 -15 13],15
[0 -4 0 0 0 43 0 -39],6
[4 -46 -5 -48 -44 -8 -1 -19 36 -26 29 -50 -2 -33 23 -49 0 5 -15 -39 17 34 -21 9 15 28 45 17],16
[0 1 1 -8 -6 50 -33 28 0 -1 -7 -2 3 50 -33 40 -7 14 -37 -2 21 -2 31 10 31 35 38 -25 18 -33 19 48 -48 0 2 17 39 27 4 -18 18 37 0 -41 -5 -25 13],42
[9 26 23 -23 -5 -13 48 0 -20 -3 -28 24 -9 -22 -24 -35 0 -32 0 31 0 -16 -1 -50 37 0 -2 9 42 0],29
[-10 16 0 -23 37 -32 2 39 10 -37 -15 3 -27 -42 -46 24 46 19 -3 23 19 -28 35 -14 -47 -36 -16 -47 -4 0 1 0 -37 33 -36 -9 8 0 18 -34 -31 -49 26 -30 -34 0],45
[0 -5 0],2
[20 25 -29 -38 1 20 2 15 -2 2 -39 -36 32 -44 18 -9 13 -40 -26 -15 -25 -27 45 -24 -10 28 0 -25 -30 11 0 -9 -5 -33 -39 17 11 39 28 -49 10 48 46 7 -10],30
[0 -33 0 -12 23 -46 -41 -27 6 18 0 -41 25 26 -43 19 -33 -49 -45 -21 -4 50 -29 6 40 -10 -21 -9 31 30 31 -17 31 -44 14 3 50 -46 -40 27 -40 17 -34 0 -35 -9 47],43
[-7 12 -43 -21 -21 -1 0 20 0 0 18 38 46 1 9 25 39 30 33 26 -50 0 24 0],23
[31 26 -3 45 -22 0 36 -27 -38 0 -21 24 -33 28 16 -9 30],9
[25 50 27 15 -22 33 46 44 -50 0 28 35 -27 38 -23 29 -36 -10 8 6 22 -47 19 48 -35 30 37 37 0 11 -1 -33 13 11 29 -14],28
[0 50 41 -2 0 28 12 -2 -40 0 0 0],11
[-25 -30 25 2 -1 -5 -40 10 -12 0 20 0],11
[0 45 -10 -4 -13 -37 50 -46 -11 -11 46 10 0 -42 25 39 -34 0 0 33 0 6 -11 -35 7 50 14 5 -46 0 -43 -4 -35 13],29
[-50 -6 -24 0 3 0 0 -35 0 0],9
[11 -12 -50 27 -26 4 11 42 10 0 23 -22 -50 36 -50 -31 -31 31 -33 -36 43 -13 40 49 -47 36 28 -43 36 36 25 -15 -6 -43 6 13],9
[9 -42 16 0 -14 23 -13 10 -30 -32 -34 33 -32 35 34 38 50 27 35 -13],3
[-41 44 -5 -37 28 0 25 -22 -18 -29 45 22 -42 -9 -30 -15 15 36 -19 -41 -29 -40 6 -44 -17 13 1 13 -19 -30 47 -46 -3],5
[-31 0 0 0 0 -47 40 -9],4
[-34 0 -6 0 -8 -7 44 35 -17 1 0 -35 -41 -43 0 13 0 -40 -40 -46 33 0],21
[4 35 15 41 -29 0 -25 -21 50 45 -30 -8 16 22 15 35 -8 -36 34 -26 48 12 -35 -24 5 -4 -7 31 0 -49 14 13 -47 24 31 -42],28
[-42 0],1
[50 -13 0 24 -46 14 -13 -42 5 43 -41 25 -12 -33 13 -23 0 -11 40 4 -15 -33],16
[-39 20 -47 34 16 2 -50 34 -30 40 -28 17 -34 -15 2 -15 -19 39 -35 0 18 5 -38 -23 50 -5 -5 10 23 -11 25 -5 31 -45 -45 14 -25 6 12],19
[15 45 49 45 29 4 0 46 1 8 -18 0 45 44 -25 -36 -49 2 18 16 -17 36],11
[0 -27 -27 -40 18 8 0 25 -30 39 -33 0 -18 38 -44 -25 0 -18 -40 -3 16 -9 41 -9 -38 16 -26 49 -34 25 -40 -16 14 33 -12 0 0 -19 -8 49 -50 -20 -42 15 22],36
[44 -20 -4 0 -40 -21 -2 19 -36 0 -38 28 -21 37 32 50 33 0 -46 -48 -23 -37 -44],17
[-48 0 23 25 31 11 -22 37 17 -45 -5 -31 38 -21 -15 28 6 -33 37 -28 43 -5 16 -2 -34 26 -46 -27 -28 50 -49 -37 -29 -35 22 0 44 39 0 -14 13 -1 -18 -23 5],38
[0 2 0 -24 -29 46 -19 42 -6 20 -31 -44 41 -16 38 -19 40 42 -26 -4 -49 48 5 24 -27 40 -29 26],2
[-17 -30 33 -33 -24 -37 4 43 47 44 -25 12 1 -7 0 -41 35 50 12 40 -43 18 -6 29 18 -34 20 38 -20 0 -16 -31 -32 15 0 28 0 20 -48 4 10 -39 49 -10 27 0 47],45
[15 34 -45 1 28 6 -23 31 43 -20 0 -37 -25 44 34 -25 6 16 -28 39 38 17 0 14 28 39 7 15 0 0 -8 28 -22 -18],29
[30 8 -38 0],3
[31 -35 -2 -50 -45 48 -13 -25 0 -11 5 21 -43 0 -36 -31],13
[-32 0 -13 -47 40 0 18 14 43 -35 18 -24 -7 -19 -20 30 43 -10 -25 12 50 -34 6 -50 0 47 10 -42 -42 50 42 -28 -38 -2 -16],24
[-22 5 16 -23 50 0 -28 30 8 -48 -37 38 10 47 -29 16 0 45 31 4 0 34 -21 0 -18 -37 -33 -13 46 14 -16 -13 16 7 49 48 12 -29],23
[20 4 -33 39 4 -45 7 -12 44 0 -1 10 26 -2 40 16 -33 -7 3 -9 33 -36 48 -21 -45 -36 48 47 -44 -29 0 -18 32 -23 0 30 6 18 26 43 0 -44 -20 -3 -8 -6 34 35],40
[-1 -3 -1 8 -45 18 11 39 -16 -43 0 47 -34 0 -11 -46 0 0 47],17
[3 43 -13 0 -23 17 44 29 -7 34 -37 -17 0 -3 19 -6 -17 -45 -40 0 41 -20 -20 45 0 -5 -34 0 8 -49],27
[-13 11 -30 -21 -36 -10 22 23 25 9 -2 -19 4 -37 41 -35 -11 10 -45 -29 -22 0 23 -9 -37 -8 28 29 43 -44 -40 0 -36 36 -2],31
[0 -35 -14 30 7 43 38 -43 24 -16 5 21 20 44 -17 37 41 -5 -42 -27 29 45 0 -28 0 48 31 -21 23],24
[35 26 -46 15 2 48 25 21 -45 12 22 -49 4 2 22 29 0 -23 -20 -8 28 -49 -37 32 -2 37 -28 20 38 0 -49 -7 -38 0 0 35 39 -43 -38 -25 14 -39 -8 10],34
[38 -9 23 0 0 0 -8 -41 28 0 6 -20 -3 0 0 -7 42 -29],14
[8 43 29 0 4 -32 0 17 0 0 -35 33 27 41 26 0 24 39 -35 0 42],19
[35 -39 0 -14 35 26 -43 0 0 -7 0 37 -37 -10 0 0 -2 0 -22],17
[0 0 0 21 -29 0 -37 -37 0 49 -28 -22 33 37 46],8
[8 15 17 49 43 0 -33 -5 0 3 8 -13 -24 -30 31 -7 31 0 -23 9 -8 -42],17
[19 29 -21 23 33 28 -31 -49 48 -47 42 41 -9 -19 0 0 9 -41 -39 -17 7 -4 -17 12 -40],15
[-3 -23 -29 -8 19 18 49 3 -11 8 26 -20 -46 -45 -50 -48 8 -4 -10 -39 0 -34 -29 37 -34],20
[12 -32 -32 41 1 -48 -33 -31 1 3 -26 0 -9 40 0 22 43 -14 12 47 0 12 -13 -14 22 0 -41 49 3 -4 0 15 20 0 -48 -46 -19 46 -20],33
[-36 -40 20 -35 0 7 -25 32 -28 -35 -40 16 38 9 -45 0 19 28 0 50 -50 47 -31 -10 -39 6],18
[16 -7 15 0 -40 9 -49 -39 30 9 -50 -40 3 30 24 50 -28 21 -47 -3 -29 -8 22 -49 -37 -17 22 -43 -7 -8 0 27 -24 1 43 -42 47 43 30 -43 -42 6 -50 35],30
[0 -40 0 -23 -20 6 13 32 -42 -10 -31 -42 -39 3 -14 21 15 28 0 -19 14 -26],18
[0 48 0 -16 -42 3 -19 -23 4 -2 -22 -3 38 -2 -46 -19 -38 -39 -20 -13 1 47 -18 -21 -12],2
[30 0 1 50 -10 8 17 -17 16 -38 20 -28 48 25 -17 -48 -15 48 17 -42 -47 0 -15 -45],21
[-25 4 -18 3 -7 32 9 46 30 -46 0 49 -20 23 28 13 5 -22 -39 -23 -13 39 -43 -28 -48 -18 -4 0 39 -35 -38 -48 20 16 40 -44 0 39 31 12 -32 36 22 -25 -8 -40],36
[-36 0 32 -50 -44 0 -36 32 39 -20 33 -25 38 31 -32 -27 -45 -14],5
[-46 -25 31 28 0 26 0 -39 -31 48],6
[36 33 11 0 -9 -44 0 -42 -22 48 3 -8 -29 23 -48 3 0 25 0 -9],18
[0 8 29 17 -25 22 0 0 12 0 -35 -35 0 -21 0],14
[41 29 46 0 -12 2 -44 -31 20 7 23 0 0],12
[-14 35 0 -32 -44 29 0 -29 0 -34 -20 -13 0 43 -39 -17 6 0 -42 42 19 42 31 12 16 -46 -31 0 2 -36 9 24 18 -19 -9 0 28 -39 16 11 36],35
[-27 14 -13 -28 -18 -32 -7 -24 -50 0 23 -7 0 0 -1 26 45 -41 21 -29 -23 3 4 0 21 -28],23
[0 -24 39 -45 0 -33 -42 12 -28 0 -5 -42 7 -31 42 -42 22 -39 -28 32 34 0 -34 41 35 -22 26 3 49 18 10 22 -30 9 -22 -40 -42 -37 -32 -6 -17 0 26 16 11 36 -15],41
[25 -21 36 -40 -37 -38 5 -23 -15 -3 33 36 -39 10 34 -27 14 29 17 0 -50 6 -25 2 -17 2 -19 0 10 -24 0 38 -5 -23 41 10 -1 12 7 -25 0 -43 -1 47 7],40
[0 48 40 26 -6 19 -32 45 -18 32 8 3 -41 -1 -27 -48 22 11 -18 -40 -19 -19 28 16 0 0 13 28 9 22 -17],25
[-34 -2 -43 -1 -35 -46 -11 18 26 -39 4 -23 40 46 -45 16 -2 0 -6 -30 34 0 28 29 11 49 -22 4 -26 28 47 -11 -28],21
[-23 -21 27 24 -36 31 42 26 0 17 -41 13 -20 -46 0 6 -22 -15 -3],14
[-9 35 0 -13 -48 -36 -50 0 50 -24 0 0 0 -12],12
[0 39 0 -33 -4 18 23 38 18 -28 -21 -34 49 -25 34 45 -11 44 45 44 1 -35 -46 23 -35 -12 -32 7 28 25 0 12],30
[23 -19 -42 0 17 -18 11 37 39 -12 0 -39 -38 8 -23 -24 -41 -30 15 -48 0 37 44 39 -5 0 -46 42 41 0 -1 -29 -32 -19 -20 45 47 -30 -25 -29],29
[-21 0 -36 0 33 45 24],3
[49 -17 0 41 -40 -3 -14 38 -23 -23 -13 13 -47 -25 7 0 48 -30 18 47 1 -19 36 18 -11 0 31 -39 -41 35 -38 40 -30 9 45 37 8 40 -32 -48 27 41 5 0],43
[-5 -30 0 13 -12 20 0 5 -50 50 -22 47 12 -35 34 0 -37 24 32 34 49 0 -21],21
[-11 0 26 0 -36 27 2 0 26 -18],7
[0 45 0 0 -36 28 50 -26 45 -29 -33 11 -2 -18 -46 36 5 31 17 40 -9 0 10 1 -50 -27],21
[-50 0 8 7 -8 0 0 7 -43 4 -28 -26 -19 0 17 -3 -27 40 0 -27 9 0 33 43 41 -41 50 31 -6 -23 -14 -8 27 14 45 23 0 -14],36
[0 -40],0
[0 -44 -28 23 13 30 0 24 0 0 -29 6 20 -38 -37 0 -16 24 -21 18 -19 16 12 35],15
[0 0 0],2
[1 -31 0 -33 22 0 47 0 -47],7
[46 0 10 46 -45 0 39 -32 0 -4 0],10
[43 0 -44 22 -29 -14 6 27 -10 -19 -37 -15 -36 0 -38 1 0 -49 -13 35 0 -2 22 0 -17 -21 39 -9 5 39 3 38 0],32
[-38 45 -47 46 19 23 21 28 -5 40 18 0 -40 38 -42 -37],11
[15 0 33 7 48 -49 -37 -29 -15 -36 32 -16 -25 -16 -29 43 18 -12 32 -36],1
[-28 -14 3 50 50 37 -2 0 22 30 0 -4 -33 -13 -3 -1 4 0 14 0 42 0 -36 35 0 30 4 0 -25 0 11 26 -4],29
[-34 -14 -27 31 6 10 -19 -48 39 -22 -6 42 12 -30 -48 -24 22 2 26 16 13 1 23 26 -16 -47 -24 42 -37 -34 -20 -44 -11 -2 40 2 18 0 -48 -48 0],40
[44 11 0 28 0 0 0 42 -44 0 2 0 -22],11
[16 0 38 0 19 -8 0 0 -37 19 14 0 -11 -31 -37 0],15
[-21 0 -32 -11 -8 -15 0 0 1 -3 0 0 0 -1 -5 -36],12
[-16 10 24 21 33 20 -6 -3 43 -28 31 6 -49 -48 13 42 0 -4 -26 -2 -22 3 -34 50 38 -26 19 48 50 -10 -4 -14 45 26 -49 18 1 21 0 41 18],38
[-44 0 43 -26 0 3 -8 -28 41 -1 0],10
[3 20 -35 -42 37 -40 9 0 -50 -2 27 30 -24 -15 0 26 2 28 -19 -10 -42 -33 -26 -18 0 -13 -7 29 48 12 47 3 7 36 -27 0 0 44 18 44 -45 -31 37],36
[0 24 -2 0 0 0 -19 -47 8 0],9
[50 31 -50 -50 0 -3 41 23 -2 -44 -19 48 -31 -5 25 -21],4
[0 -20 9 43 -25],0
[-22 -6 -43 17 50 -34 39 43 -45 0 -4 -18 19 -26 46 -21 -30 5 -4 0 0 14 -30 -24 3 -16 9 27 10 0 -47 43 3 -19 -5 4 1 -31 0 -37 3 0 9 5 -12 18],41
[16 49 0 -46 50 -20 -5 14 44 20 34 36 -7 18 0 -13 0 0 9 -25 41 3 23 44 -11 -19 -44 41 40 -22 0 3 -19 0 26 0 -13 -46 -14],35
[22 -35 39 -36 -21 26 -5 -46 -11 -15 17 -29 -43 17 42 -30 45 -33 12 42 -20 4 -38 24 -18 0 -33 30 22 -49],25
[-43 0 13 0 -49 -34 2 28 -47 -17 -38 -18 -13 -3 13 0 46 46 -44 -25 3 -40 8 10 -5],15
[32 -12 -22 4 3 -21 12 -34 -13 21 4 -9 -13 39 -23 27 15 -27 19 0 -18 25 -50 28 46 -24 14 0],27
[0 0 0 4 0],4
[0 30 0 -13 10 -21 -21 -41 46 18 -11 -37 33 0 9 31 0 27 29 -40 29 -29 -41 1 -28 13 40 50 3 -34],16
[38 -36 -23 -48 41 11 -49 -24 46 25 28 -31 31 16 0 14 28 47 16 -38 -14 -11 -36 -21 -31 0 2 46],25
[0 49 -47 -24 4 -45 -49 1 4 -50 -40 2 28 -29 -46 -43 50],0
[13 -26 18 -37 -21 15 -18 -18 0 -34 -26 -8 4 0 0 -43 -44 -1 47 -43 -11 42 -32 -27],14
[0 0 7 -34 0 0 0],6
[0 41 -15 -16 35 16 -37 -22 29 36 50 30 38 17 30 46 11 18 47 23 42 -46 14 -7 -12 32 14 -34 34 -34 -47 24 0 -38 -9 -15 -19 -42 26 14 27 8 40 7 -28],32
[39 42 36 -32 32 7 -36 49 33 -43 -31 19 -1 12 24 -30 -15 -17 -13 -5 -40 -41 45 -15 0 -48 18 38 11 -2 26 34 21 -32 27 -14 42 22 9 0],39
[48 -4 0 -48 34 -41 24 34 -18 -4 0 -15 -48 27 -49 -12 -35 -34 17 23 14 42 19 -30 0 -35 40 14 20 16 0 48 0 -26 20 -29 -28 -12 24 -24 44 44 21 17],32
[3 28 25 -37 -23 -16 50 -21 -6 -4 -37 13 -38 -24 -25 -15 -42 46 21 7 0 21 -16 -26 50 -14 45 -6 -33 0 25 10 33 -31 -47 -16 -14 -47 4],29
[23 0 -22 5 0 40 -43 20 0 -6 -6 21 17 41 45 -24 45 -24 -33 -5 25 30 -14 1 49 17 -32 -15 -31 7 -29 0 -11 -19 -4 4 -35 -11 25 -35 11 35 29],31
[-49 46 15 -27 12 9 -37 47 -46 -14 14 -36 -12 -26 18 3 1 42 29 24 6 -30 -36 25 5 0 41 31 39 13 0 0 41 22],31
[0 0 30 0 -3 0 -37 50 6 23 -14 38 -6 -35 33 -43 15 22 31 4 -28 47 0],22
[19 -17 -41 -11 32 -34 -49 -37 28 -31 -22 -14 -7 -32 -30 -41 26 -38 0 -11 25 8 -10 0 41 45 14 36 45 0 -36 37 -41 30 22 14 49 -17 33 43 -43 -25],29
[16 32 0 0 0 47 0 -36 28 24 42 0 -32],11
[-48 -30 34 0 41 -37 35 7 6 41 0 17 35 29 0 30 31 -7 22 3],14
[-14 0 0 38 5 -27 -48 0 0 0 2 -41 46 30],9
[-28 12 12 -12 7 24 17 30 -50 39 -19 0 -42 23 -10 -46 -12 40 -44 37 33 13 -14 -32 -28 -22 -32 -22 -28 -14 36 -2 -13 28 -13 36 42 27 25 16 0],40
[-33 -30 21 2 -21 -30 -35 0 -7 -19 18 -25 -36 8 -44 -13 17 -50 0 -16 -11 0 15 23 33 0 19 39 20 0 -4 -32 0],32
[0 0 0 0 0],4
[46 0 0 0 0 0 -6],5
[-11 0 37 0 -39 -34 42 16 -6 44 0 -33 -39 -15 -23 13 0 -12 28 -32 47 33 48 -9 28 26 -1 -32 19 26 47 47 24 47 -16 20 21 32 29 0 -29 48 34 0],43
[0 48 -32 0 17 8 42 -20 33 -12 21 -42 22 3 -16 -38 26 44 45 15 -15 -13 -39 -26 0 -2 21 29 -3 -35 33 38],24
[-46 2 0 25 -35 -24 -24 -49 0 0 -4 43 16 -48],9
[0 0 0 15 45 -14 -15 20 0 -48 -45 22 10 7],8
[-44 -42 -11 -23 -25 3 37 47 23 6 -46 27 36 -3 46 46 27 44 12 -14 4 -26 36 12 0 0 -17 15 23],25
[39 -50 -28 -24 18 12 -44 0 29 23 37 -27 26 48 25 49 -20 10 0 7 -11],18
[-49 12 43 7 -4 -50 -26 0 9 -43],7
[0 0 0 0 0 0],5
[0 0],1
[0 -27 -28 0 3 40 -11 -25 50 39 34 -47 42 31 45 0 -29 46 -40 -38 -41 -4 28 33 26 -34 -43 -50 0 16 39 33 -18 -7 -25 3 39 28 -40 -5 8 0],41
[-8 39 0 -31 -45 0 10 0 32 -6 17 48 -42 46 -31 0 -12 26 16 -21 -42 10 21 35 -43 0],25
[14 -46 -44 47 -26 0 -43 40 -36 35 0 -38 33 -34 2 29 39 0 47 50 0 39 0 -10 33],22
[-5 14 39 29 -25 20 46 6 -42 5 0 -1 0 27 -11 42 12 -44 49 36 32 44 0 -10 33 -47 19 -15 -12 -37 45 37],22
[40 -10 32 37 -32 6 0 19 31 43 -30 16 0 -41 -30 -20 -42 -49 -19 -48 -46 8 47 47 -11 -27 38 0 -49 34 10 -42 1 -36 6 42 -29 8 -31 44 44 0 0],42
[-44 -41 -38 -11 -40 23 -43 -17 4 10 15 13 9 -4 2 -37 38 -44 14 -44 -40 15 -18 19 17 -14 -28 9 -10 0 -23 -22 -48 13 33 15 46 40 2],29
[0 -4 0 4 6 5 -20 0 35 36 -44 0 -11 -17 8 29 26 -9 -16 38 35 -25 41 -20 -20 -22 23 -24 -39 -9 10 29 5 31 22 33 -32 -10 0 -1 0 -12 10 -25 -32 40 0 -42],46
[-14 0 8 -23 0 -29 -39 0 -27],7
[-33 -29 0 0 -6 14 0 4 12 43 -48 -8 0 -27],12
[0 -34 0 28 -8 -19 0 -42 -40 0 -6 0 0 -32],12
[0 -28 0],2
[-4 -4 -29 22 22 31 -28 -49 -31 0 -21 -6 11 28 0 46 50 -38 28 35 -16 31 -10 -3 46 19 0 5 26 0 36 0 -16 -12 -47 -11 42 7 16 0 18 -38],39
[-19 -10 50 -11 0 -18 7 40 -14 13 -42 -19 -7 40 48 27 -12 18 -3 17 0 21 -50 35 0 30 -35 -39 22],24
[0 -40 -2 30 -28 -27 16 -45 -28 -29 -7 22 -13 -47 32 -48 -45 -49 -4 -48 -41 43 0 3 -44],22
[0 0 43 0 -32 0 0 -25 50 -21 15 37 -28 -14 41 39 -18 10 32 1 31 26 -39 34 0 43],24
[-29 -35 10 -7 -48 -21 1 35 30 1 0 17 37 7 37 -31 0 0 -33 -41 4 48 -45 28 -27 43 -20 -30 40 -40 -7 -47 -43],17
[-45 16 0 -46 22 -16 48 -41 2 0 6 -17 46 4 -45 30 -23 43 39 0 13 49 32 49],19
[0 7 0 0 0 0 -17 42 0],8
[-13 35 37 -23 11 0 49 31 -28 46 -24 50 -20 0 -20 18 1 -20 -33 -30 -13 -3 0 -49 -36 26 -14 41 -39 13 -1 -16 23 -8 0 33 12 0],37
[18 0 41 37 -46 -24 0 50 48 41 0 -19 -46 0 45 43 -4 0 -8 35 42 -5],17
[2 12 -7 -32 -23 47 -36 40 -15 24 -28 -1 10 40 34 2 38 -8 -25 -3 40 31 11 -38 -40 -42 4 0 0 11 42],28
[-28 -15 -44 -35 -50 -44 38 -36 0 -3 -28 -31 -37 0 -9 0 -14 43 -39 14 -45 -8],15
