train_input_1,train_input_2,train_input_3,train_input_4,train_input_5,train_output_1
96,35,6,3,99,Student has a A grade.
61,43,33,26,23,Student has a F grade.
59,23,18,4,64,Student has a A grade.
95,93,54,30,54,Student has a C grade.
97,70,62,23,6,Student has a F grade.
62,54,28,2,100,Student has a A grade.
66,61,37,21,12,Student has a F grade.
97,49,43,37,61,Student has a B grade.
92,35,12,2,23,Student has a C grade.
95,76,68,55,91,Student has a B grade.
90,53,32,12,76,Student has a B grade.
90,28,15,1,71,Student has a B grade.
55,30,27,14,61,Student has a A grade.
100,75,18,4,76,Student has a B grade.
80,71,27,13,13,Student has a D grade.
70,68,43,6,79,Student has a A grade.
91,52,43,13,16,Student has a D grade.
82,71,55,48,17,Student has a F grade.
90,76,56,24,17,Student has a F grade.
98,62,23,8,16,Student has a D grade.
99,78,64,24,8,Student has a F grade.
98,92,28,13,21,Student has a D grade.
80,77,66,2,0,Student has a F grade.
87,72,37,31,40,Student has a C grade.
84,50,17,16,53,Student has a B grade.
88,82,41,6,82,Student has a B grade.
72,57,45,12,1,Student has a F grade.
88,65,48,45,70,Student has a B grade.
81,38,31,2,53,Student has a B grade.
98,96,89,34,25,Student has a F grade.
94,91,69,29,44,Student has a D grade.
87,81,43,31,20,Student has a F grade.
80,39,38,5,46,Student has a B grade.
75,42,23,8,87,Student has a A grade.
65,61,50,11,1,Student has a F grade.
87,76,72,44,64,Student has a D grade.
42,40,34,28,55,Student has a A grade.
90,51,44,18,33,Student has a D grade.
39,16,6,2,21,Student has a B grade.
83,39,37,32,21,Student has a F grade.
51,37,34,2,86,Student has a A grade.
78,55,49,31,30,Student has a F grade.
76,65,34,31,56,Student has a C grade.
61,30,28,1,62,Student has a A grade.
97,41,40,23,31,Student has a D grade.
100,97,79,75,67,Student has a F grade.
82,77,36,23,46,Student has a C grade.
89,62,58,36,33,Student has a F grade.
95,93,91,45,58,Student has a D grade.
100,97,29,18,63,Student has a C grade.
76,47,33,17,44,Student has a C grade.
93,49,45,17,50,Student has a B grade.
86,54,48,36,34,Student has a F grade.
80,79,65,40,39,Student has a F grade.
97,57,11,10,32,Student has a C grade.
73,63,29,8,32,Student has a C grade.
77,45,12,6,28,Student has a C grade.
99,80,5,4,98,Student has a B grade.
83,77,42,7,20,Student has a D grade.
93,85,48,16,100,Student has a A grade.
89,71,54,3,80,Student has a B grade.
89,47,36,23,27,Student has a D grade.
85,76,34,3,17,Student has a D grade.
93,90,20,1,23,Student has a C grade.
91,63,50,24,94,Student has a A grade.
86,84,49,34,36,Student has a D grade.
97,72,62,16,98,Student has a A grade.
49,47,43,17,56,Student has a A grade.
53,44,25,14,41,Student has a C grade.
90,64,48,14,49,Student has a C grade.
76,71,40,26,25,Student has a F grade.
97,74,50,27,30,Student has a D grade.
75,55,49,31,66,Student has a B grade.
89,81,50,28,35,Student has a D grade.
74,70,51,34,78,Student has a A grade.
72,60,36,35,93,Student has a A grade.
42,39,26,17,60,Student has a A grade.
96,86,53,5,37,Student has a D grade.
98,86,84,78,36,Student has a F grade.
94,42,34,33,90,Student has a B grade.
99,54,44,34,24,Student has a F grade.
87,33,25,19,80,Student has a B grade.
94,80,48,0,75,Student has a C grade.
100,77,52,48,80,Student has a B grade.
81,28,15,11,28,Student has a B grade.
85,82,57,20,0,Student has a F grade.
88,85,54,28,61,Student has a C grade.
94,91,56,47,56,Student has a C grade.
48,45,42,21,97,Student has a A grade.
46,26,7,6,78,Student has a A grade.
97,83,51,4,51,Student has a C grade.
69,59,15,3,37,Student has a C grade.
60,58,32,3,77,Student has a A grade.
99,39,33,6,13,Student has a D grade.
88,58,35,12,68,Student has a B grade.
47,37,25,23,16,Student has a F grade.
80,72,36,32,94,Student has a A grade.
99,32,24,21,88,Student has a B grade.
91,47,37,34,50,Student has a B grade.
80,44,22,12,52,Student has a B grade.
87,41,29,26,71,Student has a B grade.
99,89,76,4,74,Student has a D grade.
90,64,35,17,36,Student has a C grade.
74,62,29,12,63,Student has a B grade.
73,57,27,1,68,Student has a B grade.
97,54,38,34,82,Student has a B grade.
95,64,13,6,15,Student has a C grade.
88,65,44,7,80,Student has a B grade.
99,76,38,24,67,Student has a C grade.
96,34,13,9,9,Student has a D grade.
76,52,33,20,77,Student has a A grade.
65,61,30,4,3,Student has a F grade.
73,72,48,30,9,Student has a F grade.
20,19,15,14,94,Student has a A grade.
68,56,35,7,36,Student has a C grade.
81,76,17,9,30,Student has a C grade.
94,69,20,3,14,Student has a D grade.
62,22,20,6,35,Student has a B grade.
52,49,29,0,23,Student has a D grade.
39,26,8,0,43,Student has a A grade.
84,41,23,9,44,Student has a B grade.
39,33,23,3,63,Student has a A grade.
44,42,12,2,61,Student has a A grade.
90,80,58,52,0,Student has a F grade.
85,68,18,11,98,Student has a A grade.
67,31,17,16,24,Student has a C grade.
51,50,45,44,30,Student has a F grade.
56,50,33,6,40,Student has a C grade.
84,50,36,2,57,Student has a B grade.
78,73,68,63,95,Student has a A grade.
68,22,11,3,12,Student has a C grade.
80,70,56,27,53,Student has a D grade.
73,70,26,22,42,Student has a C grade.
98,92,51,7,3,Student has a F grade.
53,36,35,22,1,Student has a F grade.
100,74,45,12,12,Student has a D grade.
88,75,44,1,6,Student has a D grade.
80,51,42,32,46,Student has a C grade.
100,40,7,5,36,Student has a C grade.
81,78,74,34,91,Student has a A grade.
67,52,30,13,19,Student has a D grade.
61,35,29,13,76,Student has a A grade.
68,60,49,10,72,Student has a A grade.
92,38,28,18,50,Student has a B grade.
90,67,40,20,57,Student has a C grade.
65,62,32,20,81,Student has a A grade.
45,34,15,7,55,Student has a A grade.
94,79,63,31,44,Student has a D grade.
100,38,24,19,24,Student has a C grade.
75,67,39,18,65,Student has a C grade.
20,12,8,3,17,Student has a B grade.
85,79,49,34,61,Student has a C grade.
90,89,57,15,21,Student has a D grade.
90,83,60,49,84,Student has a B grade.
84,81,62,55,40,Student has a F grade.
100,53,48,35,46,Student has a D grade.
82,81,39,26,94,Student has a A grade.
69,30,21,10,89,Student has a A grade.
95,92,85,81,57,Student has a F grade.
77,52,32,28,98,Student has a A grade.
73,61,50,32,45,Student has a D grade.
94,76,57,17,17,Student has a D grade.
84,82,35,33,1,Student has a F grade.
82,81,78,66,32,Student has a F grade.
92,74,56,6,59,Student has a C grade.
89,83,65,35,28,Student has a F grade.
68,67,40,28,80,Student has a A grade.
56,29,19,11,94,Student has a A grade.
97,43,14,2,57,Student has a B grade.
88,86,11,0,50,Student has a C grade.
100,75,43,38,32,Student has a F grade.
82,57,42,2,78,Student has a B grade.
94,38,33,10,84,Student has a B grade.
91,84,76,18,4,Student has a F grade.
79,64,30,7,22,Student has a D grade.
74,65,59,6,78,Student has a A grade.
91,65,64,54,90,Student has a B grade.
66,49,37,25,88,Student has a A grade.
86,52,32,7,78,Student has a B grade.
92,70,50,43,74,Student has a B grade.
98,55,52,25,14,Student has a F grade.
98,62,52,19,84,Student has a B grade.
86,46,26,18,66,Student has a B grade.
94,24,15,4,15,Student has a C grade.
55,52,19,18,48,Student has a C grade.
69,27,9,8,53,Student has a B grade.
47,31,28,15,57,Student has a A grade.
82,77,24,8,65,Student has a C grade.
95,57,31,1,83,Student has a B grade.
94,76,44,13,35,Student has a D grade.
99,89,65,19,8,Student has a F grade.
96,83,59,48,89,Student has a B grade.
89,66,49,0,42,Student has a D grade.
99,72,11,0,98,Student has a B grade.
96,83,65,57,91,Student has a B grade.
71,44,21,6,67,Student has a B grade.
78,66,34,2,29,Student has a D grade.
40,30,5,3,48,Student has a A grade.
88,47,26,14,70,Student has a B grade.
67,55,53,39,53,Student has a C grade.
57,54,53,20,23,Student has a D grade.
70,51,48,41,43,Student has a D grade.
98,89,58,57,33,Student has a F grade.
92,77,67,53,0,Student has a F grade.
69,58,28,15,0,Student has a F grade.
46,18,7,5,73,Student has a A grade.
90,78,60,53,22,Student has a F grade.
96,69,55,2,23,Student has a D grade.
100,92,62,60,78,Student has a C grade.
29,27,23,16,88,Student has a A grade.
52,32,23,6,25,Student has a C grade.
95,58,44,23,49,Student has a C grade.
75,74,48,29,37,Student has a D grade.
98,45,34,13,61,Student has a B grade.
40,31,30,4,17,Student has a D grade.
77,61,32,21,2,Student has a F grade.
89,86,70,67,76,Student has a C grade.
64,36,20,4,74,Student has a A grade.
96,74,30,25,88,Student has a B grade.
73,64,57,55,87,Student has a A grade.
86,83,53,8,25,Student has a D grade.
93,73,23,3,91,Student has a B grade.
66,50,36,23,22,Student has a F grade.
68,47,43,23,76,Student has a A grade.
78,72,49,3,70,Student has a C grade.
41,32,19,16,32,Student has a B grade.
77,62,43,26,59,Student has a C grade.
96,90,19,13,13,Student has a D grade.
59,50,46,27,46,Student has a C grade.
87,84,66,53,76,Student has a C grade.
86,43,9,7,71,Student has a B grade.
86,73,70,51,41,Student has a F grade.
83,76,58,56,38,Student has a F grade.
69,57,32,29,47,Student has a C grade.
98,94,91,71,73,Student has a D grade.
96,93,69,37,54,Student has a D grade.
74,42,28,2,25,Student has a D grade.
74,63,49,26,67,Student has a B grade.
98,84,69,9,30,Student has a D grade.
95,60,33,6,11,Student has a D grade.
85,63,62,52,44,Student has a F grade.
91,47,30,25,74,Student has a B grade.
96,90,64,25,11,Student has a F grade.
89,35,30,19,81,Student has a B grade.
86,44,39,21,96,Student has a A grade.
61,53,10,5,63,Student has a A grade.
19,7,5,4,37,Student has a A grade.
99,79,49,41,90,Student has a B grade.
91,90,39,19,11,Student has a F grade.
24,12,11,9,81,Student has a A grade.
57,28,11,4,71,Student has a A grade.
99,67,54,5,17,Student has a D grade.
84,72,38,26,94,Student has a A grade.
32,22,15,7,61,Student has a A grade.
98,81,49,29,24,Student has a F grade.
76,70,19,12,47,Student has a C grade.
80,51,24,15,30,Student has a C grade.
77,28,26,12,38,Student has a B grade.
57,53,39,5,41,Student has a C grade.
62,27,9,8,61,Student has a B grade.
88,86,63,29,91,Student has a A grade.
68,49,47,46,73,Student has a A grade.
81,64,15,14,88,Student has a A grade.
83,72,70,42,27,Student has a F grade.
89,54,33,5,73,Student has a B grade.
67,39,30,19,89,Student has a A grade.
79,76,51,31,28,Student has a F grade.
100,70,38,4,88,Student has a B grade.
100,94,65,20,12,Student has a F grade.
90,62,5,1,85,Student has a B grade.
59,53,26,13,58,Student has a B grade.
84,52,32,17,47,Student has a C grade.
97,81,74,32,34,Student has a D grade.
82,78,50,18,42,Student has a D grade.
90,61,51,16,51,Student has a C grade.
66,46,43,6,85,Student has a A grade.
97,71,50,28,21,Student has a F grade.
100,43,30,18,81,Student has a B grade.
61,34,6,5,97,Student has a A grade.
42,39,33,0,77,Student has a A grade.
79,63,23,3,84,Student has a A grade.
100,83,27,18,71,Student has a C grade.
39,21,6,1,29,Student has a B grade.
81,77,67,12,77,Student has a B grade.
98,45,36,6,38,Student has a C grade.
49,45,10,4,100,Student has a A grade.
55,45,28,1,39,Student has a C grade.
92,53,49,6,57,Student has a B grade.
73,56,24,13,63,Student has a B grade.
95,90,75,20,45,Student has a D grade.
83,67,42,29,64,Student has a C grade.
98,93,92,82,38,Student has a F grade.
82,80,51,14,46,Student has a D grade.
62,61,48,23,75,Student has a A grade.
73,44,3,2,25,Student has a C grade.
94,92,52,14,25,Student has a D grade.
97,64,36,35,15,Student has a F grade.
81,78,23,13,39,Student has a C grade.
85,83,50,47,37,Student has a F grade.
96,92,85,73,95,Student has a B grade.
96,95,70,50,42,Student has a F grade.
92,81,48,44,3,Student has a F grade.
98,68,23,9,22,Student has a D grade.
33,22,9,0,99,Student has a A grade.
61,30,24,3,84,Student has a A grade.
31,25,7,6,95,Student has a A grade.
92,60,39,24,55,Student has a C grade.
92,48,8,6,73,Student has a B grade.
58,42,7,4,71,Student has a A grade.
96,52,45,2,10,Student has a D grade.
67,52,29,2,77,Student has a A grade.
88,86,67,44,95,Student has a A grade.
93,76,62,52,65,Student has a C grade.
42,39,4,0,32,Student has a C grade.
57,39,37,11,87,Student has a A grade.
79,68,12,4,71,Student has a B grade.
97,86,82,2,29,Student has a D grade.
84,83,78,5,80,Student has a C grade.
58,56,33,27,67,Student has a A grade.
74,54,36,35,16,Student has a F grade.
74,51,39,12,43,Student has a C grade.
93,88,78,38,71,Student has a D grade.
98,88,59,29,68,Student has a C grade.
73,30,22,3,85,Student has a A grade.
31,25,21,3,32,Student has a A grade.
93,87,44,12,7,Student has a F grade.
99,84,11,4,36,Student has a C grade.
99,42,38,19,45,Student has a B grade.
97,72,29,13,51,Student has a C grade.
92,89,65,51,90,Student has a B grade.
36,35,32,22,72,Student has a A grade.
88,58,20,0,65,Student has a B grade.
97,57,51,44,37,Student has a F grade.
100,93,77,52,62,Student has a D grade.
98,81,74,67,41,Student has a F grade.
91,83,75,46,2,Student has a F grade.
93,64,18,6,26,Student has a C grade.
45,39,27,20,24,Student has a D grade.
68,52,42,5,73,Student has a A grade.
67,66,64,43,78,Student has a A grade.
86,72,67,52,76,Student has a B grade.
97,79,66,65,46,Student has a F grade.
72,45,41,21,66,Student has a B grade.
88,64,61,20,59,Student has a D grade.
64,44,22,6,95,Student has a A grade.
46,40,28,24,39,Student has a C grade.
73,61,19,14,38,Student has a C grade.
92,85,27,9,1,Student has a F grade.
42,39,35,29,82,Student has a A grade.
74,55,50,2,26,Student has a D grade.
75,44,38,20,52,Student has a B grade.
98,71,69,39,87,Student has a B grade.
94,57,19,12,91,Student has a B grade.
65,59,19,17,24,Student has a C grade.
78,69,67,9,76,Student has a B grade.
22,20,10,6,85,Student has a A grade.
79,40,18,10,57,Student has a B grade.
99,97,71,39,88,Student has a C grade.
93,78,64,53,95,Student has a A grade.
79,75,36,33,18,Student has a F grade.
96,75,72,49,10,Student has a F grade.
88,51,39,20,66,Student has a B grade.
42,32,30,3,78,Student has a A grade.
81,63,62,34,70,Student has a B grade.
89,76,63,1,62,Student has a D grade.
76,31,17,6,17,Student has a C grade.
99,90,76,68,12,Student has a F grade.
94,71,59,11,55,Student has a D grade.
93,92,80,52,94,Student has a A grade.
84,72,61,59,64,Student has a C grade.
81,72,34,9,54,Student has a C grade.
77,32,31,3,26,Student has a D grade.
90,53,27,10,20,Student has a D grade.
95,83,73,22,48,Student has a D grade.
86,61,51,13,8,Student has a F grade.
54,22,7,4,56,Student has a A grade.
100,68,24,3,90,Student has a B grade.
99,71,62,40,17,Student has a F grade.
99,18,12,4,13,Student has a C grade.
32,30,13,12,75,Student has a A grade.
62,38,36,22,38,Student has a B grade.
99,78,65,62,39,Student has a F grade.
100,97,58,22,82,Student has a C grade.
89,46,40,8,47,Student has a B grade.
81,79,24,13,67,Student has a C grade.
66,47,25,11,82,Student has a A grade.
42,32,9,6,7,Student has a D grade.
96,67,56,45,30,Student has a F grade.
99,89,73,22,90,Student has a B grade.
88,44,27,16,72,Student has a B grade.
93,85,49,21,52,Student has a C grade.
39,38,10,9,33,Student has a C grade.
95,76,62,4,39,Student has a D grade.
40,30,29,2,69,Student has a A grade.
69,59,40,18,45,Student has a C grade.
64,39,14,1,36,Student has a C grade.
90,89,31,9,29,Student has a D grade.
87,75,46,37,22,Student has a F grade.
42,18,13,5,41,Student has a B grade.
96,82,74,47,87,Student has a B grade.
81,75,43,19,99,Student has a A grade.
96,74,55,8,31,Student has a D grade.
86,71,43,8,30,Student has a D grade.
88,85,75,22,61,Student has a D grade.
55,28,21,15,98,Student has a A grade.
92,77,75,53,59,Student has a D grade.
86,64,24,4,9,Student has a D grade.
79,55,45,25,84,Student has a A grade.
76,64,16,15,8,Student has a F grade.
83,58,45,10,98,Student has a A grade.
50,37,20,12,68,Student has a A grade.
87,83,30,22,65,Student has a C grade.
65,62,37,18,82,Student has a A grade.
69,64,60,58,27,Student has a F grade.
71,68,54,4,37,Student has a D grade.
91,72,33,11,85,Student has a B grade.
83,77,33,7,50,Student has a C grade.
86,60,27,7,85,Student has a B grade.
92,89,34,1,45,Student has a C grade.
79,78,67,58,67,Student has a C grade.
77,64,47,14,16,Student has a D grade.
80,74,47,33,13,Student has a F grade.
18,14,9,7,82,Student has a A grade.
100,85,50,32,53,Student has a C grade.
95,94,55,43,45,Student has a D grade.
89,39,35,28,4,Student has a F grade.
93,78,43,1,77,Student has a C grade.
75,54,33,7,68,Student has a B grade.
47,41,12,8,17,Student has a C grade.
99,96,90,85,79,Student has a F grade.
89,86,45,34,40,Student has a D grade.
49,41,22,5,19,Student has a D grade.
53,26,14,11,77,Student has a A grade.
69,48,35,8,55,Student has a B grade.
97,91,62,50,58,Student has a D grade.
98,51,47,20,26,Student has a D grade.
95,78,43,28,100,Student has a A grade.
82,37,31,11,86,Student has a A grade.
72,37,19,0,27,Student has a C grade.
99,73,62,55,50,Student has a F grade.
52,36,2,1,76,Student has a A grade.
75,47,44,26,34,Student has a D grade.
100,83,31,21,73,Student has a C grade.
79,32,29,6,29,Student has a C grade.
38,36,15,11,95,Student has a A grade.
83,48,39,27,68,Student has a B grade.
99,89,84,26,25,Student has a F grade.
98,85,41,17,0,Student has a F grade.
95,60,12,10,90,Student has a B grade.
100,35,31,17,42,Student has a B grade.
85,81,61,58,17,Student has a F grade.
78,68,44,19,42,Student has a D grade.
73,71,20,12,42,Student has a C grade.
91,70,17,5,48,Student has a C grade.
98,85,74,49,50,Student has a D grade.
68,58,23,10,8,Student has a F grade.
74,67,29,8,34,Student has a C grade.
80,25,16,13,61,Student has a B grade.
68,52,39,6,78,Student has a A grade.
85,79,40,16,52,Student has a C grade.
88,41,18,0,43,Student has a B grade.
85,65,51,48,80,Student has a B grade.
57,56,39,2,99,Student has a A grade.
85,71,33,22,52,Student has a C grade.
65,42,17,13,72,Student has a A grade.
98,33,16,2,44,Student has a B grade.
78,65,24,17,32,Student has a C grade.
60,48,40,33,83,Student has a A grade.
64,62,61,0,96,Student has a A grade.
97,90,81,52,65,Student has a D grade.
96,76,25,19,20,Student has a D grade.
80,35,28,3,16,Student has a D grade.
100,28,21,7,58,Student has a B grade.
84,81,79,50,18,Student has a F grade.
98,59,44,6,13,Student has a D grade.
95,93,89,54,100,Student has a A grade.
66,46,21,15,67,Student has a A grade.
88,71,11,3,13,Student has a C grade.
81,74,55,53,56,Student has a C grade.
82,70,40,24,43,Student has a C grade.
67,52,28,18,54,Student has a B grade.
100,78,45,21,100,Student has a A grade.
85,41,29,27,46,Student has a B grade.
99,87,74,55,73,Student has a D grade.
99,91,3,2,32,Student has a C grade.
42,37,33,30,26,Student has a F grade.
95,86,49,37,98,Student has a A grade.
92,89,77,52,50,Student has a F grade.
87,83,79,72,84,Student has a B grade.
94,12,11,9,49,Student has a B grade.
90,74,52,14,20,Student has a D grade.
77,50,41,1,10,Student has a D grade.
85,57,56,26,77,Student has a B grade.
95,66,59,26,74,Student has a B grade.
74,68,34,15,44,Student has a C grade.
79,60,29,28,62,Student has a B grade.
74,68,41,20,57,Student has a C grade.
95,46,17,3,0,Student has a F grade.
85,81,57,1,1,Student has a D grade.
87,81,79,73,31,Student has a F grade.
57,18,4,3,76,Student has a A grade.
96,25,16,2,26,Student has a B grade.
57,44,41,16,6,Student has a F grade.
82,35,10,9,46,Student has a B grade.
46,44,16,15,14,Student has a F grade.
93,75,26,14,21,Student has a D grade.
84,77,64,48,40,Student has a F grade.
79,38,28,2,89,Student has a A grade.
67,57,11,7,99,Student has a A grade.
66,24,21,19,59,Student has a B grade.
90,72,37,4,78,Student has a B grade.
97,43,27,3,41,Student has a C grade.
70,46,19,12,97,Student has a A grade.
91,35,21,18,97,Student has a A grade.
58,49,36,29,47,Student has a C grade.
96,91,58,49,36,Student has a F grade.
93,79,77,21,45,Student has a D grade.
95,77,51,49,33,Student has a F grade.
83,81,72,37,21,Student has a F grade.
81,80,35,28,14,Student has a F grade.
61,11,1,0,72,Student has a A grade.
69,33,8,0,100,Student has a A grade.
64,41,12,11,14,Student has a C grade.
88,39,21,1,73,Student has a B grade.
83,68,44,20,52,Student has a C grade.
44,39,9,8,39,Student has a B grade.
44,17,12,10,53,Student has a A grade.
99,56,50,47,77,Student has a B grade.
59,51,4,0,51,Student has a B grade.
88,69,2,0,8,Student has a C grade.
72,50,32,4,69,Student has a B grade.
65,16,14,11,84,Student has a A grade.
66,60,50,9,81,Student has a A grade.
79,77,74,69,62,Student has a F grade.
71,33,29,3,50,Student has a B grade.
69,67,25,6,60,Student has a C grade.
83,43,34,33,1,Student has a F grade.
99,94,53,32,79,Student has a C grade.
93,79,67,5,89,Student has a B grade.
63,55,44,24,37,Student has a D grade.
84,49,38,11,49,Student has a B grade.
89,50,30,12,93,Student has a A grade.
40,28,17,11,39,Student has a B grade.
94,84,48,46,7,Student has a F grade.
81,78,53,1,32,Student has a D grade.
87,84,37,7,17,Student has a D grade.
88,79,44,14,35,Student has a D grade.
91,56,19,7,97,Student has a A grade.
47,45,21,2,83,Student has a A grade.
75,33,24,11,22,Student has a D grade.
18,16,9,4,100,Student has a A grade.
97,94,31,19,50,Student has a C grade.
60,52,34,20,60,Student has a A grade.
88,70,56,25,16,Student has a F grade.
83,59,42,26,64,Student has a B grade.
97,90,26,4,98,Student has a A grade.
74,46,29,19,2,Student has a F grade.
71,56,37,34,68,Student has a B grade.
76,75,70,68,11,Student has a F grade.
93,29,10,7,7,Student has a D grade.
75,54,20,7,85,Student has a A grade.
90,85,31,0,62,Student has a C grade.
80,71,22,13,13,Student has a D grade.
90,86,23,12,55,Student has a C grade.
87,50,45,9,18,Student has a D grade.
87,53,12,11,30,Student has a C grade.
58,45,28,11,58,Student has a A grade.
99,67,26,23,27,Student has a C grade.
87,59,41,9,24,Student has a D grade.
85,53,44,11,66,Student has a B grade.
99,72,66,62,8,Student has a F grade.
93,67,61,16,14,Student has a F grade.
87,83,67,64,72,Student has a C grade.
87,32,15,3,37,Student has a B grade.
75,54,33,2,84,Student has a A grade.
86,39,30,4,23,Student has a D grade.
96,47,26,2,42,Student has a C grade.
79,75,36,32,18,Student has a F grade.
67,33,10,9,2,Student has a F grade.
85,74,15,6,10,Student has a D grade.
89,86,17,3,55,Student has a C grade.
86,51,20,15,13,Student has a F grade.
63,53,44,21,38,Student has a D grade.
83,36,28,0,87,Student has a A grade.
79,73,32,24,45,Student has a C grade.
95,45,38,15,8,Student has a F grade.
45,28,18,2,44,Student has a B grade.
78,38,34,28,1,Student has a F grade.
62,24,22,9,98,Student has a A grade.
92,71,52,35,98,Student has a A grade.
80,67,66,31,76,Student has a B grade.
52,43,40,8,0,Student has a F grade.
88,69,66,44,1,Student has a F grade.
93,22,21,11,48,Student has a B grade.
90,63,60,59,77,Student has a B grade.
81,75,44,35,49,Student has a C grade.
89,76,64,31,27,Student has a F grade.
78,63,57,52,74,Student has a B grade.
98,89,65,17,18,Student has a D grade.
71,70,68,38,57,Student has a D grade.
87,86,55,10,44,Student has a D grade.
73,65,30,18,79,Student has a A grade.
100,95,87,39,26,Student has a F grade.
91,82,59,16,29,Student has a D grade.
92,47,22,21,44,Student has a C grade.
74,56,48,17,71,Student has a B grade.
84,82,75,71,10,Student has a F grade.
100,87,77,74,53,Student has a F grade.
73,64,63,27,36,Student has a D grade.
95,70,28,18,40,Student has a C grade.
69,34,31,23,6,Student has a F grade.
64,39,17,15,62,Student has a B grade.
65,42,24,23,43,Student has a B grade.
76,66,47,36,34,Student has a F grade.
66,58,52,38,67,Student has a A grade.
58,54,24,12,29,Student has a C grade.
96,65,52,12,97,Student has a A grade.
100,93,83,48,79,Student has a D grade.
30,27,14,8,2,Student has a F grade.
22,17,2,0,70,Student has a A grade.
84,56,47,0,35,Student has a D grade.
86,65,19,11,50,Student has a C grade.
96,80,68,28,46,Student has a D grade.
73,47,39,37,22,Student has a F grade.
48,33,26,18,34,Student has a B grade.
78,67,32,27,42,Student has a C grade.
80,64,42,14,95,Student has a A grade.
83,49,13,10,74,Student has a B grade.
42,30,25,11,94,Student has a A grade.
94,72,44,25,6,Student has a F grade.
93,87,82,16,72,Student has a D grade.
81,78,46,24,29,Student has a D grade.
97,57,48,25,24,Student has a F grade.
93,79,32,26,24,Student has a F grade.
98,68,56,18,7,Student has a F grade.
44,23,21,13,72,Student has a A grade.
99,46,45,3,68,Student has a B grade.
94,52,40,35,31,Student has a F grade.
96,82,58,21,16,Student has a F grade.
82,60,30,18,56,Student has a C grade.
99,85,48,28,47,Student has a D grade.
75,62,39,7,75,Student has a A grade.
80,21,18,8,63,Student has a B grade.
92,80,64,46,72,Student has a C grade.
57,44,41,35,18,Student has a F grade.
75,71,66,20,29,Student has a D grade.
100,80,20,14,8,Student has a F grade.
91,36,34,24,64,Student has a B grade.
94,74,53,21,47,Student has a D grade.
79,55,36,31,80,Student has a A grade.
39,32,12,9,52,Student has a A grade.
5,4,2,0,94,Student has a A grade.
99,61,35,21,21,Student has a D grade.
97,10,8,5,46,Student has a B grade.
95,67,66,60,57,Student has a F grade.
98,52,39,36,41,Student has a C grade.
72,18,11,4,79,Student has a A grade.
68,36,29,7,94,Student has a A grade.
95,72,18,0,19,Student has a C grade.
95,79,51,18,34,Student has a D grade.
52,47,34,20,50,Student has a B grade.
75,67,64,5,85,Student has a A grade.
72,67,10,4,51,Student has a C grade.
90,60,58,53,1,Student has a F grade.
53,48,32,0,45,Student has a C grade.
97,57,38,3,62,Student has a B grade.
62,30,17,3,13,Student has a D grade.
93,51,43,32,28,Student has a F grade.
88,83,65,59,57,Student has a F grade.
86,71,25,0,87,Student has a A grade.
44,40,27,16,95,Student has a A grade.
94,91,86,81,43,Student has a F grade.
83,64,40,6,35,Student has a D grade.
98,69,45,43,27,Student has a F grade.
95,61,60,3,71,Student has a B grade.
58,46,30,15,56,Student has a B grade.
61,55,54,48,65,Student has a A grade.
66,49,23,12,67,Student has a A grade.
70,62,55,44,53,Student has a D grade.
80,69,19,1,42,Student has a C grade.
95,83,77,2,98,Student has a A grade.
91,69,64,11,71,Student has a B grade.
61,36,16,9,18,Student has a C grade.
92,87,66,1,25,Student has a D grade.
56,37,33,10,28,Student has a D grade.
89,39,23,0,46,Student has a B grade.
77,44,21,4,83,Student has a A grade.
82,74,45,40,77,Student has a B grade.
99,86,50,36,56,Student has a C grade.
42,38,19,15,53,Student has a A grade.
97,89,34,13,39,Student has a C grade.
77,66,22,2,12,Student has a D grade.
100,84,64,44,37,Student has a F grade.
80,67,23,8,74,Student has a B grade.
87,44,43,14,95,Student has a A grade.
100,94,71,22,28,Student has a D grade.
93,16,13,12,16,Student has a B grade.
90,43,33,25,39,Student has a C grade.
94,36,22,10,75,Student has a B grade.
94,81,64,39,29,Student has a F grade.
100,89,55,36,52,Student has a D grade.
97,61,16,10,57,Student has a C grade.
83,47,35,17,80,Student has a B grade.
61,41,14,10,76,Student has a A grade.
80,72,51,17,42,Student has a D grade.
98,11,10,8,43,Student has a B grade.
54,53,31,6,12,Student has a D grade.
57,43,27,5,15,Student has a D grade.
55,47,44,30,28,Student has a F grade.
96,72,36,4,28,Student has a D grade.
85,32,31,12,96,Student has a A grade.
98,61,28,18,35,Student has a C grade.
59,52,30,17,0,Student has a F grade.
100,82,74,33,10,Student has a F grade.
96,40,39,10,6,Student has a F grade.
95,62,54,14,79,Student has a B grade.
93,81,80,55,9,Student has a F grade.
75,68,66,61,7,Student has a F grade.
97,85,64,38,47,Student has a D grade.
93,73,60,45,99,Student has a A grade.
92,46,17,0,83,Student has a B grade.
92,62,22,16,10,Student has a F grade.
94,79,28,19,35,Student has a C grade.
98,82,68,59,31,Student has a F grade.
41,38,17,9,13,Student has a D grade.
99,95,54,40,56,Student has a C grade.
58,57,33,13,96,Student has a A grade.
80,64,26,21,88,Student has a A grade.
44,11,7,3,66,Student has a A grade.
86,77,59,32,98,Student has a A grade.
57,56,30,4,65,Student has a A grade.
39,29,22,18,47,Student has a A grade.
53,24,16,14,32,Student has a B grade.
99,79,65,14,97,Student has a B grade.
